Date,规模以上工业增加值:当月同比,中国:工业增加值:规模以上工业企业:煤炭开采和洗选业:当月同比,中国:工业增加值:规模以上工业企业:石油和天然气开采业:当月同比,中国:工业增加值:规模以上工业企业:黑色金属矿采选业:当月同比,中国:工业增加值:规模以上工业企业:有色金属矿采选业:当月同比,中国:工业增加值:规模以上工业企业:非金属矿采选业:当月同比,中国:工业增加值:规模以上工业企业:其他采矿业:当月同比,中国:工业增加值:规模以上工业企业:农副食品加工业:当月同比,中国:工业增加值:规模以上工业企业:食品制造业:当月同比,中国:工业增加值:规模以上工业企业:酒、饮料和精制茶制造业:当月同比,中国:工业增加值:规模以上工业企业:烟草制品业:当月同比,中国:工业增加值:规模以上工业企业:纺织业:当月同比,中国:工业增加值:规模以上工业企业:纺织服装、服饰业:当月同比,中国:工业增加值:规模以上工业企业:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,中国:工业增加值:规模以上工业企业:木材加工及木、竹、藤、棕、草制品业:当月同比,中国:工业增加值:规模以上工业企业:家具制造业:当月同比,中国:工业增加值:规模以上工业企业:造纸及纸制品业:当月同比,中国:工业增加值:规模以上工业企业:印刷和记录媒介的复制业:当月同比,中国:工业增加值:规模以上工业企业:文教、工美、体育和娱乐用品制造业:当月同比,中国:工业增加值:规模以上工业企业:石油、煤炭及其他燃料加工业:当月同比,中国:工业增加值:规模以上工业企业:化学原料及化学制品制造业:当月同比,中国:工业增加值:规模以上工业企业:医药制造业:当月同比,中国:工业增加值:规模以上工业企业:化学纤维制造业:当月同比,中国:工业增加值:规模以上工业企业:橡胶和塑料制品业:当月同比,中国:工业增加值:规模以上工业企业:非金属矿物制品业:当月同比,中国:工业增加值:规模以上工业企业:黑色金属冶炼及压延加工业:当月同比,中国:工业增加值:规模以上工业企业:有色金属冶炼及压延加工业:当月同比,中国:工业增加值:规模以上工业企业:金属制品业:当月同比,中国:工业增加值:规模以上工业企业:通用设备制造业:当月同比,中国:工业增加值:规模以上工业企业:专用设备制造业:当月同比,中国:工业增加值:规模以上工业企业:汽车制造业:当月同比,中国:工业增加值:规模以上工业企业:铁路、船舶、航空航天和其他运输设备制造业:当月同比,中国:工业增加值:规模以上工业企业:电气机械及器材制造业:当月同比,中国:工业增加值:规模以上工业企业:计算机、通信和其他电子设备制造业:当月同比,中国:工业增加值:规模以上工业企业:仪器仪表制造业:当月同比,中国:工业增加值:规模以上工业企业:其他制造业:当月同比,中国:工业增加值:规模以上工业企业:废弃资源综合利用业:当月同比,中国:工业增加值:规模以上工业企业:金属制品、机械和设备修理业:当月同比,中国:工业增加值:规模以上工业企业:电力、热力的生产和供应业:当月同比,中国:工业增加值:规模以上工业企业:燃气生产和供应业:当月同比,中国:工业增加值:规模以上工业企业:水的生产和供应业:当月同比,中国:开工率:聚酯产业链:精对苯二甲酸,中国:开工率:聚酯产业链:对二甲苯,中国:开工率:聚酯产业链:聚酯,中国:开工率:聚酯产业链:乙二醇(综合),中国:开工率:聚酯产业链:织造业,开工率:PTA装置,中国:日均产量:生铁:重点企业,中国:日均产量:粗钢:重点企业,中国:产量:钢材:重点钢铁企业,用电量:工业,用电量:水的生产和供应业,用电量:燃气生产和供应业,用电量:电力、热力的生产和供应业,用电量:金属制品、机械和设备修理业,用电量:废弃资源综合利用业,用电量:其他制造业,用电量:仪器仪表制造业,用电量:计算机、通信和其他电子设备制造业,用电量:电气机械及器材制造业 ,用电量:铁路、船舶、航空航天和其他运输设备制造业,用电量:汽车制造业,用电量:专用设备制造业,用电量:通用设备制造业,用电量:金属制品业,用电量:有色金属冶炼及压延加工业,用电量:黑色金属冶炼及压延加工业 ,用电量:非金属矿物制品业,用电量:橡胶和塑料制品业,用电量:化学纤维制造业,用电量:医药制造业,用电量:化学原料及化学制品制造业,用电量:石油、煤炭及其他燃料加工业,用电量:文教、工美、体育和娱乐用品制造业,用电量:印刷和记录媒介的复制业,用电量:造纸及纸制品业,用电量:家具制造业,用电量:木材加工及木、竹、藤、棕、草制品业,用电量:皮革、毛皮、羽毛及其制品和制鞋业,用电量:纺织服装、服饰业,用电量:纺织业,用电量:烟草制品业,用电量:酒、饮料和精制茶制造业,用电量:食品制造业,用电量:农副食品加工业,用电量:其他采矿业,用电量:有色金属矿采选业,用电量:非金属矿采选业,用电量:煤炭开采和洗选业,用电量:石油和天然气开采业,用电量:黑色金属矿采选业,中国:主要45港口:日均疏港量:铁矿石,中国:生产率:焦炉:国内独立焦化厂(230家),中国:高炉开工率(247家),中国:产量:螺纹钢:主要钢厂,中国:开工率:线材:主要钢厂,中国:产量:线材:主要钢厂,中国:产量:冷轧板卷:主要钢厂,中国:产量:热轧板卷:主要钢厂,中国:产量:中厚板:主要钢厂,中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率(常减压开工率):山东地炼厂,中国:产能利用率:成品油:独立炼厂,中国:产能利用率:成品油:主营炼厂,重点电厂:日耗量:煤炭,中国:江浙地区:开工率:涤纶长丝,中国:装置负荷率:涤纶短纤,中国:开工率:精对苯二甲酸,社会库存:PTA:期末值,港口库存:MEG(乙二醇):华东地区:期末值,聚酯瓶片:企业开工负荷:当周值,中国:产量:乙烯,中国:开工率:乙烯,PVC:开工率:当周值,工厂库存:PP粉:当周环比,库存:PP:国内:当周环比,社会库存:PVC:同比,中国:产能利用率:水泥熟料,制造业PMI,制造业PMI:生产
2025-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.666,88.26,81.73,61.964,35.8,81.666,185.3,207.2,1972.0,,-0.0182594665310291,,0.181009625930288,,,0.00350425306131141,,,,,,-0.0425805969161004,-0.0430608929227639,-0.0964405315540169,,,-0.132866459513589,-0.106335477675459,,,0.0279372166752163,0.0377855021049522,-0.17209750194468,,,-0.17859320833983,-0.194878417047305,-0.238445868778458,-0.156379658400705,-0.18181007031253,0.0271952720704203,,0.0335082693312807,0.0403899557729406,-0.0266276014153717,,-0.0377677605228919,,0.00550217881437853,-0.065202888905204,330.21,72.35,78.0,-0.10441846329276583,-0.08077783966282892,-0.0014566644964641995,85.81,322.71,0.023580095356849462,78.06,67.51,54.16,59.78,76.12,,80.43,74.33,0.0071402494667500704,293.1,-0.060171559659578655,-0.017657757967141308,-0.0025488110857159185,85.32,0.0011122784314245848,-8.6187,-11.744,0.26250000000000107,36.82,,
2025-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049434928381008894,-0.0301351322081603,-0.2352275847569903,0.0388255949280423,0.1305938410985783,0.2700526659722353,0.0982158409612035,0.06203310433296104,0.5267954013459577,0.019964047829711007,0.03856391849055969,0.1210429351950996,0.0420250898296062,0.0947140706534506,0.106435749234871,-0.0005758307646785998,0.0484451534294852,-0.0212301141640325,0.0797911640883351,0.0735259931360519,0.05023908546181603,0.0499175992612997,0.058734506699573,0.0218406744838264,-0.0028879660190870016,0.034345907668042505,0.106276707810081,-0.0356938455139401,0.0437406748566338,0.0327555202537384,0.0411604440573621,-0.23596659759348,-0.03103533871759974,0.122540939928198,0.185038771794103,0.0830153135651588,0.39379324772633284,0.142499885592601,0.08324944047648719,-0.0361016597083297,-0.0241161260639913,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.769400000000001,,49.1,49.8
2025-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.81,89.39,78.98,61.73,16.0,79.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.61,72.74,78.0,,,,83.25,324.2,,77.3,69.46,53.76,57.56,78.94,416.0,80.29,69.86,,304.8,,,,85.43,,,77.9642,4.8488,,,
2025-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.53500000000001,88.93,82.91166666666668,61.73,24.666666666666668,80.53500000000001,196.1,213.3,1954.0,,-0.0112936726362898,,0.13708546583426,,,0.151178173621842,,,,,,0.0666259894734686,0.103915699635668,0.0957637373231623,,,-0.0373630914368307,0.0500997288575218,,,0.0463383973486049,0.0522115947453285,0.0190328327394798,,,0.0544015765098766,-0.0959755983590639,0.0141686592169645,0.0513928035764133,0.0202122143248169,-0.0778498135596585,,0.0947817407182809,0.11836767444757,0.0582409331493829,,0.0169774393111666,,-0.0114228868869161,-0.0244619266140655,281.42,72.78,78.0,-0.031664477149751846,0.07177310833405715,0.06922932003093951,85.37,329.01,-0.0006013430174869328,77.24,69.65,51.8,57.67,79.17,512.0,86.88,75.83,0.012712553551853745,310.9,0.11978807602246988,,-0.00315441625083146,85.16,,-27.2255,8.5477,-6.7879,30.74,,
2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.64,88.93,86.48400000000001,60.038,53.2,79.64,190.8,215.1,2037.0,0.010115415423013599,0.0110998864837677,-0.038922210147337696,0.103978293016266,-0.008947808604399698,-0.0034129524800870226,0.136825106656233,0.1097858311718234,0.08095317234891652,0.0401657957254296,0.006386173854938407,0.0898975251807455,0.125321612313902,0.119894908991789,0.0957180241492286,0.004809898504935798,0.0020692089296682897,-0.0385677638440665,0.0812392485333264,0.05580064152474632,0.0369097952171445,0.0403494522927783,0.0446431056353085,0.0490401050257305,0.0726023660645825,0.017190412637916402,0.0625104682114881,0.0351834938609514,0.0300891666627312,0.0407715118065846,0.0505940658670079,0.192628570844033,-0.05411391467052819,0.10308905689424,0.0835360358479216,0.0507227449351588,0.16654989772280304,0.0773392201160013,-0.06007189396591489,-0.0349599409131525,-0.0283982645575342,297.74,71.93,77.66,0.10009147925037176,0.02718884801612642,0.01001723642280794,85.49,327.74,0.019590302217824984,76.84,68.07,51.45,57.99,79.17,,90.35,74.32,-0.03951712535305685,311.6,0.04419438735715708,-0.05638961226447847,-0.0007136667479334946,85.1,-0.028672630445459646,-13.8777,2.149,1.2144999999999992,41.76,,
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.64,88.93,88.276,58.90999999999999,72.8,79.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.91,71.07,78.31,0.0005586166765381151,0.0,0.0005460005595656625,85.79,323.05,0.016316544909277475,75.78,67.37,50.47,58.7,79.17,544.0,91.49,75.65,-0.0015174509740338848,306.4,-0.015450234262133655,-0.013929679289129027,-0.002144061263438246,84.91,-0.0010256411155511458,-1.7758,-1.4986,-1.9738999999999987,41.99,50.2,52.5
2025-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.936,88.884,88.68,59.938,78.2,73.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.58,70.36,79.53,0.09620055116643211,0.013209028310169568,0.008289780434680871,86.19,311.49,-0.06170118924316714,75.18,66.56,51.22,59.09,78.19,538.0,92.77,81.49,-0.026805067512400527,294.7,-0.11068944427943972,0.03132911558108997,0.004385300995418895,85.28,-0.006563307776482397,-6.6468,3.6279,-0.8261000000000003,34.59,,
2025-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3,89.58399999999999,89.46799999999999,61.275999999999996,80.0,78.3,188.8,213.2,2007.0,,0.0571748487692287,,0.0875629860281171,,,0.127876838130865,,,,,,0.0818291595366307,0.088202880582948,0.0742739979375093,,,0.0185888964014402,0.056003837808472,,,0.0424253470132085,0.0409260138221299,0.0549655732053071,,,0.0367691779693871,0.0225026654850329,0.0424764152522503,0.0565780381081427,0.0627355533505676,-0.00438062868576961,,0.0761017867971245,0.00198980214736877,0.0572671290945177,,0.10447864926838,,-0.00482125996552674,-0.0281338295443365,308.49,69.29,80.6,0.045874229367696806,0.038829059718043624,0.046409279795125435,85.92,318.73,-0.01172750747792417,73.73,66.22,52.26,59.22,78.49,486.0,94.1,81.49,0.0006497303847563529,289.4,-0.007865385837286354,0.01839431977134076,0.0070979815342644414,85.89,0.02385773678871761,-2.4333,-1.7363,-0.22719999999999985,34.79,,
2025-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.354,87.5,89.55799999999999,63.220000000000006,80.4,79.354,192.7,216.6,2112.0,0.008642944817627903,0.0494618083921683,-0.04029266204906866,0.142220145471543,0.0280898427757878,-0.047391482415233,0.142571295224885,0.027946662269879602,0.028460253384581247,0.006163748574701599,0.026724697533391205,0.01791027179695201,0.10245448957072,0.117230353192873,0.0844112395133401,0.009605489274088101,0.052719530335835596,-0.0253700617160114,0.0551105045855318,-0.01990343948518121,0.0024815020726531994,0.0344088927122752,0.0298980140105105,0.045379467179145,0.03881654681819739,-0.0204853372617557,0.0574499595942219,0.0324464121765757,0.0240582634106299,0.049624271537033,0.0406426401025228,0.000124051519471147,-0.005480205319105199,0.0936641928500885,0.0252630382852916,0.0583476210987981,-0.1349294902087852,0.0775766367963435,0.03330297818814089,-0.0369719531920013,0.0221768643769658,302.55,71.19,81.98,-0.0038835000263972574,0.012543417054861283,0.01245442046909151,86.15,324.4,0.04265502309325164,76.39,67.13,50.67,59.75,77.59,496.0,95.5,82.45,-0.0015600627189025218,285.0,0.07600131446750336,0.010279930619749855,-0.0027318274691641165,85.66,-0.005689376241694966,-2.6273,0.6608,-3.0747999999999998,55.07,,
2025-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.162,83.66799999999999,90.154,63.722,80.2,81.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.13,71.61,82.13,0.005863567995619157,-0.025907620777174234,0.01783164541248805,85.87,324.84,0.008738883816479692,76.92,67.46,54.82,60.0,73.72,396.0,95.5,85.4,0.043534938791440325,281.0,-0.0017579846308981573,0.02177817016937933,-0.0018253731870991885,85.5,0.00278551712142594,-0.0035,-8.4202,-2.7638999999999996,60.46,50.5,52.6
2025-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.44,79.0775,91.025,63.1025,77.5,81.44,,,,,0.0477290959215868,,0.0626457472930306,,,0.115193760313224,,,,,,0.0696684390652127,0.0827772836338156,0.05483743873848,,,-0.0454449991394693,0.0301345271097244,,,0.032476161864804,0.072718617805273,0.00568147159017496,,,0.0201901408276186,0.00274165045534658,-0.00522699198737187,0.0238500485059703,0.0217924207783566,-0.0914948248881876,,0.0751187707178627,0.0258737298197071,0.0165735289608695,,0.0647864936704492,,-0.0278349889565743,0.0543731685237636,317.48,72.62,83.15,0.004823724491002324,0.0,-0.002761392491489545,86.02,322.62,0.025767578287756443,77.93,68.58,54.58,59.2,75.56,424.0,95.5,84.5,0.0024881824232911853,277.3,0.030042698469480378,0.030523138728068666,0.010500904247054521,85.95,-0.011188927917805458,12.2807,-3.9427,-2.2271,61.95,,
2025-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.54,78.28,90.92,60.786,72.2,78.54,195.2,219.7,2045.0,-0.0029466918343868005,0.0570082831104322,0.06948261369949528,0.0940765526868068,-0.007141878430966496,-0.020260635069338007,0.11175410312095,-0.017239547088775405,-0.19867735301223366,-0.011437230371213199,-0.0059996766816728005,0.0011754522799237027,0.0681810945548282,0.0854134366860484,0.0436967994764388,0.02316810572450345,-0.0057389481619950404,-0.0589187301210899,0.0144937959249538,-0.022334762582696427,-0.02061298569246954,0.0232733055312853,0.0862299211119011,-0.0168323097427043,-0.012297643946459394,0.011928242248805995,0.0021134958279716,-0.0153015124872716,-0.0307403039792561,-0.00364527102191636,0.00337434333426434,-0.00538829540437524,0.0025680078595572975,0.0879321427985646,0.0130237206872426,0.010390277401183,-0.03702282694887504,0.0513264534130171,-0.001374808012244294,-0.0109993337032482,0.0162545258851616,318.13,73.01,83.3,0.016659098554379526,-0.013098200358518497,0.05323334189620699,86.52,313.3,-0.004442305711953587,78.64,68.61,54.06,60.23,75.68,,95.3,82.81,-0.03142809300902272,272.9,-0.02230147818538253,-0.0016189965759787484,0.02568184376423943,84.42,0.014092787038074484,16.875,3.3582,-0.5602000000000018,62.51,,
2025-04-18,7.7,10.6,6.8,12.7,9.3,8.1,29.0,5.4,7.1,7.3,-0.2,5.7,2.6,1.5,5.2,-3.7,3.6,2.5,1.8,4.8,8.8,1.2,8.3,7.6,0.9,7.7,6.5,9.9,9.3,4.7,11.5,19.0,13.0,13.1,10.0,7.5,17.6,29.4,3.3,6.9,0.9,77.38,78.244,90.992,60.246,60.0,77.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.42,73.43,83.58,-0.0004733727899051132,0.0,0.0,86.34,314.49,0.007136687634517358,79.45,68.5,52.95,59.54,74.15,379.0,94.35,82.15,-0.01615752852359975,271.2,0.02755232399702212,0.0,-0.01201511401286215,83.41,-0.03306721883278829,4.5455,-2.8253,-0.9015999999999984,67.33,,
2025-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.212,77.892,91.8,59.029999999999994,60.0,84.212,196.5,222.9,2113.0,,0.0568407731002212,,0.107733338569116,,,0.0994760500345235,,,,,,0.041508526278744,0.0621492644390054,0.0172293178627441,,,-0.0749239370915754,-0.00289932755312339,,,0.0160318762600384,0.1051939405549,-0.0495716756554749,,,-0.0165564219874881,-0.018532166538756,-0.0533197448968687,-0.0225960811586197,-0.0165489476055289,-0.0344191843375741,,0.0772999499881368,0.0202874038437593,0.0156951351140995,,0.0484807546680512,,-0.0485011954525832,0.00956772494888702,328.0,75.29,84.35,-0.01417541130367983,0.03879088292959931,0.012553457133471113,85.62,317.58,0.01626775405888292,81.47,70.22,52.35,60.16,72.33,401.0,93.34,85.36,0.042103424896725805,268.6,-0.027406837708848997,0.02730408679383345,-0.01991360145120602,81.77,-0.0032630714850316878,3.0691,-2.3744,-2.923400000000001,58.23,49.0,49.8
2025-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.755,77.06,92.5425,58.7875,60.0,77.755,196.0,220.2,2274.0,0.02153912751684682,0.0527784911920837,-0.013013125505063991,0.124363783809095,0.06272859517335583,0.0025674404896569997,0.1492393757615,0.0486723429084439,0.6418298376911373,0.060971868631629275,0.052060807680365445,0.054918654532742,0.0770746975919547,0.0965953560235815,0.042692462936746,0.0537181023503457,0.016435248108358922,-0.100872512660504,0.0237808010987413,-0.00682337607617222,0.029880914361725998,0.0286998784063275,0.107399850920301,0.00217417446887658,0.0656746622199164,0.056915656943953806,0.0307143562001742,-0.0146564190943245,-0.0034141985941446,0.0131121715837959,-0.00716354183765078,0.0116871536695264,0.0156845342225226,0.116870999201248,0.0477460918924466,0.0181164549925545,0.05172345545279944,0.0395134620137816,0.008338794637633193,-0.123882974218884,0.0410847767830362,331.91,75.45,84.35,0.018449151527075713,0.012454365611030305,-0.010232234771703652,,,,81.19,70.9,52.21,60.93,71.93,369.0,92.28,86.68,-0.038591226164373715,,,,0.006748955357511299,82.32,,-11.4144,-6.552,-3.3019999999999996,,,
2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7525,76.95,92.8775,59.56,63.5,72.7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.28,75.03,84.64,-0.04306754726887885,-0.0007008378484432143,-0.0024404047705850473,88.29,320.47,,80.8,70.41,51.88,60.43,71.81,378.0,92.0,86.94,-0.033404650582347095,252.8,,,0.027721802930272155,82.35,,10.9244,19.7592,0.7868999999999993,63.87,,
2025-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.174,74.74199999999999,93.944,56.842000000000006,68.2,71.174,199.0,220.5,2083.0,,0.0572718132934633,,0.165098391087588,,,0.103598226189082,,,,,,0.0501029679473679,0.0570967131572329,0.0115309569521806,,,-0.0824983505414406,-0.0173023909593476,,,0.0112744852095914,0.11182994047084,-0.0395606291074347,,,0.00612126974052485,-0.0504703857302652,-0.0353330634911619,-0.0105504694608647,-0.0527449671081738,-0.0309426108048964,,0.0898611825701008,0.0585994935462348,0.0460419226147903,,0.014621801394487,,-0.0454638811787532,0.0152152189996326,323.97,75.25,84.13,0.013290561228695097,-0.012183542819740545,-0.0044197647053456635,87.84,311.91,0.0030327943887895614,81.18,70.33,51.23,59.91,72.46,379.0,90.15,88.24,0.002011938174484307,240.2,-0.03323346571703212,0.037826721267869345,-0.006563824692727316,80.46,-0.04138893632482965,-1.2626,-10.6446,-2.143399999999996,66.46,,
2025-05-23,6.1,6.3,4.3,9.9,6.6,6.9,0.9,7.3,7.0,5.5,,2.9,-3.3,1.4,3.6,-7.1,2.9,,0.1,0.6,8.0,2.2,5.5,6.0,0.4,5.8,7.5,7.7,7.8,3.7,9.2,17.6,13.4,10.8,8.6,0.2,15.6,28.1,1.2,11.4,0.5,73.59,77.33,93.332,54.972,76.0,73.42999999999999,198.2,219.9,2124.0,0.0158338591278151,0.048160475551206,0.014767561906994912,0.129958122235643,0.019928566154711495,0.0293089791777459,0.15983462402104,0.044147848358393395,0.5182872937696299,0.0429900783347677,0.034251750145472895,0.046755388532667,0.0859580947140754,0.0949579468306745,0.0465659128668032,0.00132767267760881,-0.0002322216777081998,-0.0765740581138481,0.027465817363785,0.030047274965812,0.0553167468360707,0.020540554505031,0.0998634952462434,0.0118412877134473,0.05027856728547019,0.007609366324239999,0.031064943840347,-0.0195549940483291,-0.00460377417550561,0.0270324306784753,-0.00320672361813767,0.0430646799956373,0.0593938203446842,0.101576163815423,0.0392218093144847,0.0286175972053733,-0.0409402950157125,0.0251114267199919,0.001203110692970799,-0.0928461039885492,0.0367563155394621,327.17,75.16,83.67,0.022140158957939526,0.025059710163783944,0.05542100214567558,88.16,305.6,0.002520321414743343,81.62,69.66,51.01,59.13,73.26,419.0,90.15,85.33,0.034115919692794705,227.9,-0.04370443423472903,0.02602095355552425,-0.031856505795889944,79.24,-0.0012395842094106158,-13.3248,-1.8531,-3.2305000000000064,61.22,,
2025-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.23400000000001,82.114,90.866,55.678,81.2,74.23400000000001,,,,-0.013966156257314101,0.0411775132815781,-0.02759046396214301,0.145125507937151,-0.05551407611237576,-0.016438620697690393,0.112997912168454,-0.0718021553629995,-0.645522737981508,-0.029763923954228364,-0.0464654367124027,-0.0742623252620671,0.0336617822199479,0.0514530070206729,0.0132511410072111,0.02236966454431723,-0.009567863555517102,-0.0992525385876791,-0.00681847949153047,-0.011843845089607202,-0.0531615755667703,0.0411315368238701,0.071016955897687,-0.0403901856000516,-0.0533727834117337,0.023554012914701702,-0.0192720771076195,-0.0498360659328857,-0.0568928127669184,-0.0257282076072256,-0.00946921423874147,-0.0411214271075062,-0.059186389109318005,0.0696762001646651,0.0398238545713099,0.0359677336028987,-0.12875037561137592,-0.0102935622421426,-0.0024167292316207983,0.0115220161441041,-0.0118400878616867,326.59,75.06,83.89,-0.026122112719537682,0.012505373472236236,-0.030824752159096747,87.98,319.63,0.02073871617827372,81.0,70.22,49.42,58.85,72.71,,88.95,84.73,0.005424267464719357,223.4,-0.10967401592793724,-0.0017292067251934995,0.0037474090544868943,79.54,-0.005527930052513064,-13.0097,-6.7262,-2.8685999999999936,61.3,49.5,50.7
2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.975,84.97,88.9175,54.3475,80.5,77.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.9,74.91,83.54,-0.03230228818729497,-0.05033443796819981,0.012767118634674723,88.78,328.82,-0.028762768076015632,80.7,70.04,49.15,59.84,76.3,389.0,89.41,83.49,0.012670547702614776,220.4,0.03981050178477652,-0.009389740349839748,-0.0055755631285494545,79.1,0.057096820418106375,-1.2924,9.362,-0.3714000000000013,61.01,,
2025-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.50999999999999,84.25800000000001,88.568,56.6,74.8,80.50999999999999,196.3,215.9,2037.0,,0.0692186829054056,,0.257876064597773,,,0.222493591319952,,,,,,0.132355693671437,0.149320825381648,0.068577318697971,,,-0.079612856708093,0.0721019706434065,,,0.0376077251789944,0.0788104733950892,0.103966650051735,,,0.1021924632462,-0.00128920614067218,0.0891623665436609,0.0899106202337219,0.0169021578675086,0.09059879066006,,0.130640359770564,0.0985244854669676,0.0795187629736676,,0.00537212468255244,,0.0596267540958164,-0.0140111129653621,301.33,73.94,83.39,-0.05066692418229213,0.0,-0.06417722862892283,88.47,324.58,-0.005661772813772892,79.27,69.6,48.18,58.81,78.82,440.0,90.15,83.49,0.05709482285712841,221.6,-0.07511350265574013,-0.009008542934948238,0.011120211639656041,79.98,-0.023306139633386458,2.7491,-3.9332,-1.296199999999999,59.52,,
2025-06-20,5.8,5.5,5.3,10.3,5.1,8.5,-14.0,7.6,6.7,4.1,0.9,0.6,-3.0,-2.6,3.4,-7.6,2.8,0.7,10.1,5.4,5.9,1.3,6.1,5.4,-0.6,4.8,8.1,6.7,6.3,2.3,11.6,14.6,11.0,10.2,3.3,-1.8,17.4,16.3,2.0,5.9,1.0,79.916,85.44,88.642,62.29600000000001,69.2,79.916,194.8,214.8,2121.0,-0.0111208594556753,0.0566210713450561,-0.0331713347231124,0.250344159098185,-0.0639267136312396,-0.019231613538547104,0.161800834143468,-0.06498909419447599,-0.3345782530272592,-0.004812506626222804,-0.0548045238602096,-0.058915728379175,0.0891360111493937,0.113719647439514,0.0463645474315306,-0.02290402157600602,0.016805831008287503,-0.0643825925315401,0.0551809022966381,-0.011797915913285308,-0.029105974557902807,0.038043830327797,0.0775572214502529,0.0162035930497217,-0.059896406814156304,-0.003055779886560899,0.036109310782475,-0.0109727122240445,0.00125204176975724,0.0224283094174149,0.0276391896174473,0.0369322692645664,0.002930503649853096,0.0866312716388193,0.0587010544491442,0.0676921160320789,-0.2576938191510465,-0.0338033860573728,-0.01624809854787617,0.0412890987512062,-0.016808612803521,313.65,73.4,83.84,0.021585114388866344,0.013199369389333082,0.04472974527354623,88.33,325.53,0.004836768800613456,78.62,69.27,48.92,57.01,79.83,438.0,90.55,85.08,-0.020631799793529915,222.3,-0.04204158949492287,0.0049238083063976035,0.01704501769946809,81.36,-0.00874660760162893,6.689,4.5243,0.2726999999999933,65.92,,
2025-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.74,85.28399999999999,89.1,63.870000000000005,67.6,78.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.85,73.24,83.84,0.026789807873250027,-0.025913262697705886,0.012503814674381886,88.04,327.31,0.02687205631074807,78.94,68.44,48.51,57.24,80.74,460.0,90.62,86.27,-0.036717411261357746,220.4,-0.0507978278957224,-0.02510493006896919,-0.03366983039445248,78.67,0.012357444022332409,0.3135,-3.7196,0.9249000000000009,63.36,49.7,51.0
