Date,规模以上工业增加值:当月同比,中国:工业增加值:规模以上工业企业:煤炭开采和洗选业:当月同比,中国:工业增加值:规模以上工业企业:石油和天然气开采业:当月同比,中国:工业增加值:规模以上工业企业:黑色金属矿采选业:当月同比,中国:工业增加值:规模以上工业企业:有色金属矿采选业:当月同比,中国:工业增加值:规模以上工业企业:非金属矿采选业:当月同比,中国:工业增加值:规模以上工业企业:其他采矿业:当月同比,中国:工业增加值:规模以上工业企业:农副食品加工业:当月同比,中国:工业增加值:规模以上工业企业:食品制造业:当月同比,中国:工业增加值:规模以上工业企业:酒、饮料和精制茶制造业:当月同比,中国:工业增加值:规模以上工业企业:烟草制品业:当月同比,中国:工业增加值:规模以上工业企业:纺织业:当月同比,中国:工业增加值:规模以上工业企业:纺织服装、服饰业:当月同比,中国:工业增加值:规模以上工业企业:皮革、毛皮、羽毛及其制品和制鞋业:当月同比,中国:工业增加值:规模以上工业企业:木材加工及木、竹、藤、棕、草制品业:当月同比,中国:工业增加值:规模以上工业企业:家具制造业:当月同比,中国:工业增加值:规模以上工业企业:造纸及纸制品业:当月同比,中国:工业增加值:规模以上工业企业:印刷和记录媒介的复制业:当月同比,中国:工业增加值:规模以上工业企业:文教、工美、体育和娱乐用品制造业:当月同比,中国:工业增加值:规模以上工业企业:石油、煤炭及其他燃料加工业:当月同比,中国:工业增加值:规模以上工业企业:化学原料及化学制品制造业:当月同比,中国:工业增加值:规模以上工业企业:医药制造业:当月同比,中国:工业增加值:规模以上工业企业:化学纤维制造业:当月同比,中国:工业增加值:规模以上工业企业:橡胶和塑料制品业:当月同比,中国:工业增加值:规模以上工业企业:非金属矿物制品业:当月同比,中国:工业增加值:规模以上工业企业:黑色金属冶炼及压延加工业:当月同比,中国:工业增加值:规模以上工业企业:有色金属冶炼及压延加工业:当月同比,中国:工业增加值:规模以上工业企业:金属制品业:当月同比,中国:工业增加值:规模以上工业企业:通用设备制造业:当月同比,中国:工业增加值:规模以上工业企业:专用设备制造业:当月同比,中国:工业增加值:规模以上工业企业:汽车制造业:当月同比,中国:工业增加值:规模以上工业企业:铁路、船舶、航空航天和其他运输设备制造业:当月同比,中国:工业增加值:规模以上工业企业:电气机械及器材制造业:当月同比,中国:工业增加值:规模以上工业企业:计算机、通信和其他电子设备制造业:当月同比,中国:工业增加值:规模以上工业企业:仪器仪表制造业:当月同比,中国:工业增加值:规模以上工业企业:其他制造业:当月同比,中国:工业增加值:规模以上工业企业:废弃资源综合利用业:当月同比,中国:工业增加值:规模以上工业企业:金属制品、机械和设备修理业:当月同比,中国:工业增加值:规模以上工业企业:电力、热力的生产和供应业:当月同比,中国:工业增加值:规模以上工业企业:燃气生产和供应业:当月同比,中国:工业增加值:规模以上工业企业:水的生产和供应业:当月同比,中国:开工率:聚酯产业链:精对苯二甲酸,中国:开工率:聚酯产业链:对二甲苯,中国:开工率:聚酯产业链:聚酯,中国:开工率:聚酯产业链:乙二醇(综合),中国:开工率:聚酯产业链:织造业,开工率:PTA装置,中国:日均产量:生铁:重点企业,中国:日均产量:粗钢:重点企业,中国:产量:钢材:重点钢铁企业,用电量:工业,用电量:水的生产和供应业,用电量:燃气生产和供应业,用电量:电力、热力的生产和供应业,用电量:金属制品、机械和设备修理业,用电量:废弃资源综合利用业,用电量:其他制造业,用电量:仪器仪表制造业,用电量:计算机、通信和其他电子设备制造业,用电量:电气机械及器材制造业 ,用电量:铁路、船舶、航空航天和其他运输设备制造业,用电量:汽车制造业,用电量:专用设备制造业,用电量:通用设备制造业,用电量:金属制品业,用电量:有色金属冶炼及压延加工业,用电量:黑色金属冶炼及压延加工业 ,用电量:非金属矿物制品业,用电量:橡胶和塑料制品业,用电量:化学纤维制造业,用电量:医药制造业,用电量:化学原料及化学制品制造业,用电量:石油、煤炭及其他燃料加工业,用电量:文教、工美、体育和娱乐用品制造业,用电量:印刷和记录媒介的复制业,用电量:造纸及纸制品业,用电量:家具制造业,用电量:木材加工及木、竹、藤、棕、草制品业,用电量:皮革、毛皮、羽毛及其制品和制鞋业,用电量:纺织服装、服饰业,用电量:纺织业,用电量:烟草制品业,用电量:酒、饮料和精制茶制造业,用电量:食品制造业,用电量:农副食品加工业,用电量:其他采矿业,用电量:有色金属矿采选业,用电量:非金属矿采选业,用电量:煤炭开采和洗选业,用电量:石油和天然气开采业,用电量:黑色金属矿采选业,中国:主要45港口:日均疏港量:铁矿石,中国:生产率:焦炉:国内独立焦化厂(230家),中国:高炉开工率(247家),中国:产量:螺纹钢:主要钢厂,中国:开工率:线材:主要钢厂,中国:产量:线材:主要钢厂,中国:产量:冷轧板卷:主要钢厂,中国:产量:热轧板卷:主要钢厂,中国:产量:中厚板:主要钢厂,中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率(常减压开工率):山东地炼厂,中国:产能利用率:成品油:独立炼厂,中国:产能利用率:成品油:主营炼厂,重点电厂:日耗量:煤炭,中国:江浙地区:开工率:涤纶长丝,中国:装置负荷率:涤纶短纤,中国:开工率:精对苯二甲酸,社会库存:PTA:期末值,港口库存:MEG(乙二醇):华东地区:期末值,聚酯瓶片:企业开工负荷:当周值,中国:产量:乙烯,中国:开工率:乙烯,PVC:开工率:当周值,工厂库存:PP粉:当周环比,库存:PP:国内:当周环比,社会库存:PVC:同比,中国:产能利用率:水泥熟料,制造业PMI,制造业PMI:生产
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.88,86.762,83.78,58.786,64.7,80.88,182.31,199.34,1878.76,-0.012014942569703299,0.0515381393575833,0.031769533766830005,0.0279752512051856,0.02707336628905047,-0.011589024715706202,0.0893834869755383,0.019247509190003703,-0.1761497859707748,-0.008572691985262004,0.011539389834342498,-0.0024538033706971024,0.073153264951012,0.0519031022587,0.0118418987152928,-0.02717022018328699,-0.012725793563852311,-0.0379598307522325,0.0336004327428565,0.0055504062004583295,-0.017289817041996003,0.0894769040425902,0.0787015869426275,0.043586191546495,-0.011667938165609997,-0.05891641916318881,0.00499924252085759,0.0365849197269978,0.0136217232109213,0.0394530484163482,0.0346704470386028,0.0840767772877427,-0.006035190195929095,0.0933904469627491,0.00404501013479508,-0.0617759665584342,-0.10876471530335086,-0.0432915279521202,0.005372560909893197,0.107113669484796,-0.057248800449605,302.693,71.8,77.45,-0.035306062314361064,-0.03863713265269553,-0.04910135135103122,82.79,310.36,-0.0065648681646983675,75.53,70.09,53.4,57.39,76.99,,88.31,70.51,0.013365934095209475,233.8,0.10186642361315368,-0.02605730820286567,-0.009104434083988977,83.39,-0.014150225995147814,6.764,-4.8227,-2.2127000000000017,54.02,,
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.646,85.57,83.86,58.896,66.5,82.646,,,,0.019867777949045005,0.0430966697218811,-0.04564088978699604,0.0744682789666755,0.03186767476377343,-0.004354090481066601,0.128231671261385,0.0069473933739905985,0.12384477913867853,0.0015694569408079978,0.0324931406888167,0.034786510243785006,0.105882286665186,0.0804178197911272,0.0325074319443337,-0.0133781821422094,-0.0310861343433623,-0.0288667022048076,0.0439116244782494,0.01511369189473392,0.058287882671369,0.120119519284548,0.12891729839408,0.0746350628867043,0.0408115524895354,-0.013197573674056398,0.044001173074518,0.0975715614101289,0.0324289781243758,0.0940385046952612,0.0397966290310774,0.0355210572782114,0.0309904817050786,0.146589251892682,0.0709784372397293,0.0108382969357703,0.18672337960692076,-0.0152091540223758,0.0184975918840543,0.183222640542131,-0.0561571239242499,300.06,69.7,76.39,0.01028573415411671,0.026805268067437105,0.02555307442461796,83.17,304.96,0.006631634981615342,73.91,67.75,54.46,58.08,77.32,568.0,88.58,70.5,0.0010857109456630099,235.8,-0.019829001270343483,0.00592958567212154,0.0003305238833588575,83.55,-0.0020379057389199318,-2.4621,-2.6617,-1.7112999999999978,54.68,49.1,49.8
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.96,87.042,84.954,56.75599999999999,67.8,79.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.808,69.51,77.65,0.09552311148207782,0.025246172180684923,0.02068169554050936,83.78,310.56,-0.010402429295452542,73.89,67.24,56.42,57.59,77.49,559.0,87.93,70.02,0.016264410189574363,235.5,-0.1315903692454201,0.025905234550338996,0.011826681869328226,85.32,0.001630656700507771,-2.2042,6.988,-3.388600000000002,47.54,,
2024-09-13,4.5,3.3,4.0,11.0,-1.1,4.9,-12.9,-0.1,6.9,5.2,7.9,4.4,1.5,5.8,-2.1,-0.6,8.5,3.8,-2.9,-0.4,5.9,2.8,3.8,5.4,-5.5,-2.1,6.6,9.7,2.2,2.9,4.5,12.0,2.6,11.3,6.0,2.1,5.7,21.9,6.9,9.4,3.2,77.278,85.5,85.526,53.989999999999995,68.6,77.278,178.3,193.6,1865.0,,0.0403330949719498,,0.034242088660555,,,0.141883019697235,,,,,,0.119202412605928,0.080841462659845,0.0378894157467917,,,-0.0695576281487663,0.0597183720966328,,,0.126461593840742,0.0757068322414427,0.120222553296189,,,0.0639849227389522,0.0715538945513483,0.0638033377031275,0.141048830212986,0.0378339587976602,0.0676259254622591,,0.118168476343986,0.03108708652578,-0.0240596424744475,,-0.0423748543717489,,0.0340224979681909,-0.0438352994056114,311.51,69.03,77.65,0.05180582550422752,-0.0134143075954265,0.0046074423080249005,84.35,302.1,-0.01646071719757458,73.29,66.99,57.21,59.16,77.48,,88.04,69.71,-0.03648188117763773,232.3,-0.056997980670047355,0.00811647332855081,0.015983061624021744,86.69,0.03154076766931002,-2.1709,3.0102,-1.423399999999999,47.49,,
2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2975,85.5,84.83,55.545,69.0,76.2975,181.2,198.9,1932.0,-0.04500655087885376,0.033837613689095,-0.07444590741999096,-0.0958257893071653,-0.0857824482684805,-0.045680631699736685,0.0312025737770918,-0.11327513746771521,-0.9497070683452637,-0.05857151847196841,-0.0941347066380763,-0.08083281539765541,0.0220057393382371,-0.0122686929903636,-0.0388264453824838,-0.013903361461443012,0.004763432877843005,-0.0709906001090894,-0.0203938819074339,-0.009035955093223,-0.040357805252491,0.137556301355508,0.122465245150863,-0.00664768751185507,-0.11420086856562,-0.0442801263230332,-0.0549321109426701,-0.00178572200595994,-0.037396603372256,0.0322470481265218,-0.0101717626195607,-0.0408325050850432,-0.0907502479117075,0.033710840669497,0.00291739285739245,-0.0234610325845797,0.03149521120495136,-0.0355791375445653,0.002756170449688202,-0.0492045726570762,-0.0179957130774515,302.21,68.62,78.25,0.032503188313494746,0.0134143075954265,0.02090068705476611,84.59,301.19,-0.000548809782588755,72.93,66.4,56.02,59.3,77.48,509.0,88.92,68.87,-0.014998731745629712,230.2,0.02653525825302694,-0.011635373433723117,0.0011777933799024254,86.8,0.025715702764457227,15.6561,4.9623,2.0444999999999993,41.54,,
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.526,85.556,85.836,57.239999999999995,69.1,76.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.227,69.27,78.25,0.056709130610829384,0.0486571126322346,0.10796085492395768,84.17,296.19,-0.001235924353973239,73.72,66.9,55.5,59.82,77.73,,89.32,74.1,-0.011935564770085172,227.8,-0.03069477234314455,-0.037496312462249826,-0.0026788122100258605,86.56,0.011473863764591918,-1.6458,-4.1674,3.177199999999999,55.55,49.8,51.2
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.75,85.57,86.91,57.74,69.1,81.75,185.0,201.4,2138.0,,0.0558537892079725,,0.0671854458874006,,,0.183180728581776,,,,,,0.193417230333971,0.198154758946091,0.148021589986725,,,0.00912781475951241,0.176921457870998,,,0.108889326181472,0.131690934964447,0.163377397066618,,,0.154577428152417,0.147772456863621,0.113386504212954,0.135873960067029,0.125295862939369,0.0475131229290697,,0.151237163301138,0.101483678178972,0.0539986753107551,,0.0475835305716585,,0.137790360109053,-0.0201782673898672,,,79.59,,,,84.72,305.92,0.009776852909093137,,,56.33,59.68,,,,,,,,,,,,-1.6733,,-7.692999999999998,,,
2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.315,81.14,88.5,57.7675,72.05,82.315,185.5,204.9,1933.0,-0.055130135374472596,0.0407421583059906,-0.02191343031731499,0.0510853371975204,-0.1460162814356053,-0.0742513758620482,0.0484129421638659,-0.1719147299038035,-1.1132247685268681,-0.12415385439962659,-0.1722034615550094,-0.1460714334875487,0.0266152897583389,0.0359671283477772,0.0168884492290091,-0.005746886633805301,0.05618195475798501,-0.00220400039120583,0.0281003223971064,-0.0673027727015889,-0.1341811916779758,0.0657631393494436,0.114569529958097,0.0113566760152926,-0.1840884693724989,-0.1196855104526997,-0.031664375270929,0.0112134835858373,-0.00725283446278624,0.0143333816514695,0.0629110843467164,0.00868348604110203,-0.1493968097321027,0.0653366934580166,0.024969909156991,0.0137272931400447,0.018886631857834013,0.0380427408345363,-0.015655180314732054,0.169282531221049,0.0218082667777668,325.075,73.09,80.81,,,,83.89,308.26,-0.02263832185960979,78.15,69.52,56.76,61.33,76.23,389.3,89.32,75.28,,237.3,,,,86.18,,27.1104,18.6187,0.30609999999999893,56.98,,
2024-10-18,5.4,3.2,2.0,14.5,3.8,4.5,-32.6,1.7,4.1,5.6,-2.1,5.1,1.3,6.0,-0.9,-1.8,4.7,2.4,0.9,4.9,4.6,11.0,6.3,6.9,-3.8,2.7,8.8,9.3,4.6,4.0,4.6,13.7,6.1,10.6,4.5,6.8,8.4,16.1,10.2,13.4,4.8,80.33333333333333,79.91333333333334,88.48333333333333,55.85,75.66666666666667,80.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.98,73.86,81.7,0.032530304296692236,0.0,0.02804675321212624,83.24,305.2,0.019298965500563092,79.79,69.25,58.35,60.85,75.03,422.2,89.32,75.63,-0.01712141878613327,238.3,0.04101140639694645,0.051032129591081166,-0.01863744487126251,84.59,-0.0010338589703513534,12.8944,-9.1035,0.3196000000000012,52.12,,
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.42999999999999,82.256,88.45,56.164,77.0,80.42999999999999,186.2,207.2,2007.0,,0.0221277330635228,,-0.0403759434878572,,,0.106501445361483,,,,,,0.072505033453502,0.0557880819099847,0.0483070981153908,,,0.0123850654185369,0.0673902779305968,,,0.0729628865115428,0.112845111008562,0.0695338325356056,,,0.0350703930131009,0.0484750550320192,0.0551577257949603,0.0692873518476649,0.0547858999561601,-0.0123641739293074,,0.114311048945066,0.0434008146299512,0.0111406251090953,,-0.00786372574088778,,0.207975626903785,0.00171649275467511,323.43,73.54,82.16,0.02860223253955052,0.023196400984977217,-0.014193717822832852,83.0,304.32,0.017190461219023234,79.51,68.89,57.02,60.91,73.92,451.3,89.32,75.63,-0.010341099171117918,240.6,0.11251666739799138,0.0,-0.006363857334155121,84.05,-0.0062257010424531245,-0.6781,-3.9824,2.1736999999999984,58.04,50.1,52.0
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.59,81.98,88.674,55.926,77.0,81.59,,,,0.010610088315353101,0.00708360407000685,-0.047547990774014004,0.0253408116856173,0.02359394262594641,-0.0337925301221943,0.130462559685533,0.049139916408346584,0.29763646593100157,-0.0021037739468206043,0.0519241965532531,0.066336661538702,0.121262551490176,0.0962430293295504,0.054876368974814,-0.04441108869004741,-0.017927887115793066,-0.0290721365224622,0.0701421994969593,0.00822703321732974,0.020724207992379992,0.0874515286314932,0.0991430353572165,0.088557815379654,-0.0760829604565096,-0.0004636612961233001,0.0495381769902481,-0.0060734463407266,0.0660652092171738,0.0850213274097036,0.0727887057164904,0.0569546183099261,-0.005171008135036709,0.117496669310249,0.0535577042389903,0.0435914581524444,0.2874277839717472,-0.0150117986559025,0.0332113660134628,-0.0188587102318991,-0.0101916844624456,320.05,73.08,82.46,-0.03163950297492857,-0.02360109544618627,0.009946074184564502,82.45,303.2,-0.03211457164638798,79.12,68.21,55.72,59.44,74.78,447.0,89.45,75.63,-0.003098471835048855,248.0,-0.05184926574796389,0.0,0.006910574312400719,84.64,0.004154770972775168,7.5777,-8.0833,-1.1170999999999989,62.89,,
2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.966,81.98,88.71,56.374,77.2,79.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.31,72.83,82.27,-0.03987698962218644,-0.023964280438728558,-0.031237341199434887,84.13,311.59,-0.022918618866308194,77.73,69.43,55.98,60.36,74.88,465.0,89.61,75.63,-0.01652102657995691,249.7,0.02717696164349359,0.0,-0.00010931948630776844,84.62,-0.007935000984440777,-1.5989,2.7458,0.19539999999999935,63.17,,
2024-11-15,5.3,4.5,5.8,8.6,-3.7,4.6,-23.0,1.3,4.2,3.0,8.9,3.8,1.6,4.0,-1.7,-3.2,5.0,-1.2,4.0,3.8,6.9,7.8,6.0,7.2,-2.6,4.0,7.7,7.3,2.4,3.0,6.2,4.4,5.1,10.5,6.0,7.1,6.8,15.2,5.5,5.7,4.1,80.662,83.084,87.816,59.470000000000006,77.5,80.662,188.2,209.6,1953.0,,0.00172008226214482,,0.0450045201993812,,,0.0502623911613251,,,,,,0.0295576426902775,0.0103365628406171,-0.000999386657615897,,,-0.057333555036908,0.0232030177876592,,,0.0951734808699591,0.0669455959971512,-0.0144307631363048,,,-0.0292710226299119,-0.022853038128226,-0.00919895156498807,0.0130808272242624,0.0455594609090557,-0.0717968913569953,,0.0372007275247097,0.00694566272465003,3.12659509571489e-05,,-0.0206669048224377,,0.103763274221966,-0.0270023593738518,325.58,72.47,82.06,0.0005132153050801946,0.024571260730505085,-0.005946499187725607,84.84,308.44,0.01916991610772012,77.63,68.65,58.17,60.83,74.88,476.0,89.08,75.63,0.04092294853578693,252.4,-0.042002263341962554,-0.0072220460834939715,0.008708011922191616,83.42,0.0070276187198370366,5.0533,-3.9058,-0.12270000000000003,61.15,,
2024-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.744,83.36,87.00999999999999,60.239999999999995,76.1,80.744,187.6,208.0,2023.0,0.020715742824574297,0.0149380689709802,-0.008938685246836997,-0.0669890942362167,0.09492642882886171,0.04774526323053525,0.143219971001362,0.11720543605773262,0.8911926910296875,0.0439884641866293,0.10312399493903215,0.12197690780219882,0.107077995589079,0.106743738692389,0.0762118528683651,0.033303087132292505,-0.0081808603933606,-0.0287376510426869,0.0854755774377065,0.028822710094321934,0.11882932324642209,0.102352823254619,0.0595726393639733,0.0885893777335995,0.0552285185045297,0.0258287385759544,0.045307910729077,0.148323189423153,0.0368795457184932,0.0642112717056287,0.062364450119184,0.0781700888494616,0.13924600682330251,0.139569727328758,0.0450007209635228,-0.0104422169073177,-0.10344425806254653,-4.55663091737391e-05,-0.0765306712661521,0.27059982520342,-0.0415126098392533,327.07,73.19,81.91,-4.27578834907294e-05,0.0,0.011202753076553051,84.68,311.92,0.024729931783127768,77.69,70.18,58.12,61.82,74.88,514.0,88.87,75.92,-0.018584713893503135,255.9,-0.018580727367702998,-0.024158513806883164,0.010779451148307473,84.32,0.0009073822646037399,-1.0896,-2.2365,-0.0693999999999999,43.7,,
2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.784,83.36,86.966,60.352,72.4,84.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.94,73.5,81.6,-0.025726841152932778,-0.012414935075866218,-0.01718482475410088,84.48,306.01,0.037946375218647965,78.44,70.18,58.38,62.3,74.88,,88.87,75.97,0.03813790686979068,262.0,-0.09983206541869105,-0.015092192298056695,-0.0008580929412076443,84.26,0.008515081768276644,-0.8168,-6.1468,-0.7256999999999998,43.82,50.3,52.4
2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.36,82.464,86.562,60.56,69.2,85.36,187.1,209.1,2163.0,,0.0193501384455217,,0.191961303219363,,,0.114025033904867,,,,,,0.0743486384522269,0.0753820248899195,0.0591072212747634,,,-0.0437333438968907,0.0636204166583778,,,0.0469208162814339,0.063949009121425,0.0364351400728264,,,0.0280982777705021,0.0422777383785147,-8.74186252157738e-05,0.0338292576688071,0.0544692254009083,-0.043461059506091,,0.0760646069226003,0.00530076000452007,0.013356226867234,,0.0105383396068333,,0.0352425702991119,-0.0296871278163504,323.46,73.75,81.45,-0.02397664029302149,-0.0614441260622578,-0.09101939838716877,84.56,317.07,0.012980452245226815,79.19,69.77,58.78,62.31,73.18,510.0,89.25,75.97,0.03214583374854829,269.6,-0.09166093243591122,-0.023273682134771434,0.002786114104007531,84.48,0.006530530924280242,-0.4903,-3.688,-1.8547999999999991,44.23,,
2024-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.114,84.376,86.29,59.489999999999995,67.6,82.114,184.2,202.4,1928.0,0.017462030149064896,0.00891272830389078,-0.09311075781894099,0.220192032671373,0.050011019235811,0.046453555114627794,0.158040101189592,-0.006140023035834191,0.15859469531936554,-0.028802446187959112,0.05082001361423139,0.043062549502004985,0.0760112980155223,0.109732410711999,0.0820070124477577,0.0882276725274331,0.013061770966957896,-0.0316419060213283,0.0830307336928235,0.0051514408374958,-0.035723133251051906,0.00742475387049768,0.00214609718195424,0.0774085970776648,0.0463860595898824,0.020156527556804298,0.0716721985869675,0.0495422625661837,0.0308476580410348,0.0548186465117593,0.0710285458609605,0.0157561320813797,0.0195542841957234,0.100320172940897,0.0316073123921343,0.03614535235776,-0.0769211834110406,0.0382075160773072,0.028734831813180782,0.115826404644018,0.00855208950778641,337.04,73.5,80.53,-0.020520990681370144,0.0,-0.01298401386084258,86.16,320.2,0.0012888260580261601,79.27,69.09,58.84,61.29,72.72,530.0,89.07,75.97,-0.028706755351567637,273.0,-0.04873659800181063,-0.007745765222305856,-0.0013920867483427912,84.37,0.0028039783857005673,-1.5191,-4.4454,-0.7998000000000012,44.48,,
2024-12-20,5.4,3.7,5.3,7.2,-2.8,7.2,-27.0,4.7,5.8,1.5,-5.1,5.4,2.4,2.5,,-4.0,4.2,-0.8,5.4,8.4,9.5,5.4,4.9,7.7,-2.3,6.7,7.4,6.0,4.4,3.0,12.0,7.9,5.2,9.3,6.6,6.3,5.3,20.5,1.8,0.6,1.1,80.85999999999999,84.91,86.338,59.658,67.0,80.85999999999999,181.3,197.7,1968.0,-0.017001251614665196,-0.0106881989931198,-0.017143240854224,0.200966502794329,-0.0212804396987942,0.01916242267877101,0.10865699170158,-0.03319334338730551,-0.4063109086604335,-0.03432850739500929,-0.0254651577369516,-0.0814859540227253,0.0362031087748758,0.0746164530522937,0.0631882702949786,-0.0339788562283099,-0.0231782165889418,-0.0393454990540812,0.0869063852222036,-0.0030285864526787207,-0.04773570362576994,0.0257565622891407,0.0277267772622867,0.0435335531250616,-0.03341548869030139,0.004445297194582601,0.022306142081038,0.020493434554506,0.00482191484467531,0.0223490171410241,0.0509721012802069,-0.016036270467189,-0.0252239701867608,0.0874037786051969,0.040882407527959,0.0314365483743022,-0.005722377789999955,0.0875110102491701,-0.007307259224614601,0.0213112680616219,0.00648356536004413,324.34,72.23,79.61,0.003068540730144065,0.0,0.00467405524987452,86.06,312.63,-0.028612573086951087,77.68,68.07,57.57,61.29,72.07,582.0,89.69,75.68,-0.02699786026967299,273.0,0.10801166641642679,-0.006455974003804599,0.03588914504122709,84.25,-0.0033146384248841088,-3.3863,-1.6582,1.536200000000001,42.45,,
2024-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.008,86.566,86.89,60.86999999999999,65.6,81.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.14,72.48,78.69,0.0,0.0,-0.0004909782840742949,86.17,307.08,0.0011921320704528782,78.12,68.01,57.45,60.79,71.75,,88.73,74.79,-0.02039633305942523,276.1,-0.03180081286236813,0.03213234485856287,-0.0033136615181668105,83.98,0.011048432915139017,-4.3777,-4.2155,-2.575100000000001,42.36,50.1,52.1
2025-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4075,86.98,86.375,61.51,62.75,79.4075,,,,,-0.0189710837978584,,0.152091877830026,,,0.126891570407494,,,,,,0.0827245056566708,0.119048696777154,0.106150875413404,,,-0.0210878492715256,0.134037227895328,,,0.0315648487826059,0.0210335017105812,0.0559221595749242,,,0.0556856632410994,0.0826570753419755,-0.000982089720534485,0.0149321929270065,0.0588580070103586,-0.0728989286635491,,0.0913951576515248,0.0367986578674,0.0240430199161454,,0.0995821056115351,,-0.0306525253677045,-0.00159741556632109,318.35,72.54,78.08,-0.059393557132898955,0.025372249011061054,0.014141403526360286,85.47,302.66,0.011647550492587477,77.84,68.48,57.31,61.33,71.75,605.0,88.24,77.65,0.02440192195583002,276.6,-0.1460879339326686,0.0,0.005997949729161789,84.48,0.0070476002752242195,-11.2268,3.3007,-6.1777999999999995,43.62,,
2025-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.354,86.98400000000001,86.22200000000001,61.778,60.4,81.482,187.9,206.5,1899.0,-0.0076991470794004965,-0.00677194774179835,0.1460200294621015,0.132456436505522,0.0003940309456824005,-0.0711439809192846,0.131907235004763,-0.0475957685884756,-0.050818418034701995,-0.058327432411891304,0.009048558190498199,-0.001505788368574984,0.0460470070127346,0.0891595673270558,0.0562187302010879,0.072754157799132,0.004416489380100204,-0.0448134774942783,0.0489791161944482,-0.015264833904696599,0.011194451264214799,0.0455196033503029,0.0392031825254644,0.0283777509940377,-0.0450737548389365,-0.024306383028137202,0.0232886911717891,-0.00194621372988557,-0.0148525632969,0.0181208500500087,0.0315107704531914,0.0782325563937236,-0.0362728858464076,0.0911696236832715,0.0687830832141982,0.0176324393519021,-0.23240040695033848,0.0561033955327725,0.005331283308007931,-0.0488654963883353,-0.0331829652577353,326.35,72.56,77.16,-0.03310368129481134,-0.14653642984201287,-0.18234576723107576,84.92,303.95,-0.010258523580100487,77.77,68.43,56.36,62.41,76.37,582.0,85.67,80.99,-0.011329840388477841,279.1,0.17950295214957812,0.0772949139917376,0.0060646739822400875,84.99,0.008242834231711349,-10.3816,-2.2485,-6.7602,45.99,,
2025-01-17,6.2,2.7,2.2,4.2,-0.5,4.1,-34.8,6.1,8.4,3.6,-4.8,4.6,1.2,1.4,0.3,-4.1,4.2,0.4,0.7,4.3,9.4,2.8,7.6,9.7,-0.1,8.7,9.7,7.9,7.7,4.6,17.7,10.6,9.2,8.7,8.0,4.5,12.8,14.4,1.2,-0.5,2.9,82.13,81.57,84.852,61.788,54.4,82.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.29,72.87,77.16,-0.030661938562628777,0.10889408823913715,0.0932744076892904,84.89,320.26,-0.008296599543056615,78.36,68.39,55.87,62.22,76.12,570.0,85.67,76.48,-0.00836619052993992,284.4,0.02842286134499794,-0.018924928406594432,0.006435488781991516,85.54,0.005828750922810322,-19.0499,-3.5109,-5.2541,45.37,,
