Date,规模以上工业增加值:当月同比,中国:日均产量:生铁:重点企业,中国:日均产量:粗钢:重点企业,重点电厂:日耗量:煤炭,中国:开工率:聚酯产业链:精对苯二甲酸,中国:开工率:聚酯产业链:对二甲苯,中国:开工率:聚酯产业链:聚酯,中国:开工率:聚酯产业链:织造业,中国:开工率:聚酯产业链:乙二醇(综合),开工率:PTA装置,中国:主要45港口:日均疏港量:铁矿石,中国:生产率:焦炉:国内独立焦化厂(230家),中国:高炉开工率(247家),中国:产量:螺纹钢:主要钢厂,中国:开工率:线材:主要钢厂,中国:产量:线材:主要钢厂,中国:产量:冷轧板卷:主要钢厂,中国:产量:热轧板卷:主要钢厂,中国:产量:中厚板:主要钢厂,中国:产量:钢材:重点钢铁企业,中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率(常减压开工率):山东地炼厂,中国:产能利用率:成品油:独立炼厂,中国:产能利用率:成品油:主营炼厂,中国:开工率:精对苯二甲酸,中国:江浙地区:开工率:涤纶长丝,中国:装置负荷率:涤纶短纤,社会库存:PTA:期末值,港口库存:MEG(乙二醇):华东地区:期末值,聚酯瓶片:企业开工负荷:当周值,中国:产量:乙烯,中国:开工率:乙烯,PVC:开工率:当周值,工厂库存:PP粉:当周环比,库存:PP:国内:当周环比,社会库存:PVC:同比,中国:产能利用率:水泥熟料,制造业PMI,制造业PMI:生产,制造业PMI:新订单,制造业PMI:新出口订单,制造业PMI:从业人员,规模以上工业发电量:当月同比,月产量:PTA:中国:环比
2021-04-02,,191.14,221.02,,78.812,79.3,90.422,78.0,67.25800000000001,78.812,293.86,78.1,77.37,0.00468345046485652,-0.009396856050418734,0.009075614610498661,84.6,326.32,-0.014638335016818438,2441.74,82.88,76.02,74.18,-0.011709735672908117,,-0.014123661241137953,94.84,92.39,,,,,,,-28.2771,-10.6924,-6.422200000000004,74.1,,,,,,,
2021-04-09,,,,,75.2525,80.16749999999999,90.78,78.0,66.05,75.2525,280.84,78.21,77.88,0.010759454855970851,0.01810823586300625,0.028859405666722182,82.97,327.14,-0.009705577205338045,,83.85,74.12,73.94,0.0051398894270970885,,-0.07244435506732128,95.21,92.49,,,,,,,-20.6984,3.1484,-2.9991999999999948,75.47,,,,,,,
2021-04-16,14.1,196.01,227.39,,71.452,81.61,91.934,77.6,66.398,71.452,290.09,76.91,78.14,0.003328255460143481,0.009229002689427723,0.03444599595565112,83.62,314.05,-0.014397369266377247,2090.76,81.75,74.42,72.7,-0.00014648795162841566,,0.01031891680368524,94.82,93.73,,,,,,,6.8892,1.8688,0.5631999999999948,72.87,,,,,,,
2021-04-23,,198.62,232.42,,72.816,81.61,91.856,76.8,67.75399999999999,72.816,284.32,75.08,79.45,0.00778776812453863,0.017187349274230712,0.014136682874315909,84.93,322.02,-0.019216696268262723,2213.46,79.94,71.5,71.2,-0.013421040622187519,,-0.009654244130493872,95.37,91.12,,,,,,,8.588,-7.0526,-6.645699999999998,73.26,,,,,,,
2021-04-30,,201.98,239.98,,74.01,82.805,91.84,76.5,67.34,74.01,303.37,73.5,80.1,0.024331701061819366,0.0,0.008326543989536361,85.32,328.44,0.00751710220694779,2467.29,78.18,69.53,68.97,-0.020399687461043037,,0.002389170236553717,95.51,91.12,,,,,,,-20.0551,-11.0526,0.5234999999999985,80.85,51.1,52.2,52.0,50.4,49.6,-6.399999999999999,-8.003696044
2021-05-07,,,,,76.1,86.39,91.525,75.0,65.77000000000001,76.1,296.07,74.57,80.49,0.018803789694508133,-0.009365008450496148,-0.017523420585504823,85.43,331.96,0.03572880781410337,,78.58,72.91,,-0.0010613297941137745,,0.0277178157570086,,,,,,,,,33.8308,15.7298,-3.1133999999999986,82.09,,,,,,,
2021-05-14,,206.14,241.78,,75.68833333333333,87.29,90.38166666666666,75.1,63.60833333333333,75.85333333333334,301.05,77.33,80.33,-0.014406043530283519,0.017921365488398067,0.01600914063897818,83.84,335.73,0.03861930493217347,2292.2,81.78,75.71,67.02,-0.013900781384839078,,-0.010239218483048873,94.56,87.49,,,,,,,-15.0415,-4.6016,4.825699999999998,81.55,,,,,,,
2021-05-21,9.8,204.05,237.94,,77.25,88.51,89.11,74.25,61.26,77.5,291.45,77.93,80.2,-0.002021100974987533,0.0,-0.0018201679579252783,83.83,336.63,0.010655289041270777,2295.88,82.18,77.16,66.62,0.008119539054291636,,0.06444895224885805,91.24,87.12,,,,,,,-14.8435,3.372,-2.0707999999999984,81.16,,,,,,,
2021-05-28,,,,,78.116,88.51,89.902,72.6,59.568,78.116,290.16,78.28,81.01,0.0005932797757761676,-0.02648483137384794,-0.009947901755492872,83.77,337.06,-0.01806062051879387,,82.5,77.52,66.08,0.001067480086117456,,0.01201981326089907,91.14,88.72,,,,,,,-3.9526,-7.7555,-1.5983000000000018,79.41,51.0,52.7,51.3,48.3,48.9,-3.0999999999999996,6.351635738
2021-06-04,,196.17,228.61,,74.25,88.51,88.43199999999999,71.8,59.718,74.25,294.53,79.45,80.85,0.0034717117558331623,0.01792847433594602,-0.0005521641908439179,83.97,337.82,0.018832414979136125,2531.53,83.82,78.97,66.74,-0.02468880220287417,,-0.03325255759369394,92.4,87.89,,,,,,,0.2469,-1.7096,2.328000000000003,71.64,,,,,,,
2021-06-11,,202.24,233.53,,74.756,88.51,88.518,71.3,60.312,74.756,298.22,78.64,80.32,-0.0022323539077886423,-0.009218003672576636,0.008615738731638345,83.52,340.63,0.014552040952016121,2201.16,82.74,79.38,72.61,0.020718118916319028,,-0.021310938274155866,92.51,85.44,,,,,,,-2.2989,4.0267,0.5542000000000016,72.03,,,,,,,
2021-06-18,8.8,,,,78.12,88.51,88.51249999999999,70.5,58.69,78.12,300.47,77.96,80.2,0.022681659155618483,0.017774360710478554,0.003886329885371076,83.49,340.02,0.009082839570389467,,82.01,79.09,73.28,0.0009177119028898062,,0.05202588348562731,92.64,84.1,,,,,,,9.4538,-1.3743,-0.002600000000001046,67.29,,,,,,,
2021-06-25,,206.61,239.54,,78.87199999999999,83.582,88.546,70.0,57.674,78.87199999999999,294.78,76.7,79.67,-0.006867251836473187,-0.009139107637143873,0.015515375284560484,82.49,340.69,-0.02398562234494861,2284.76,80.84,77.74,71.71,-0.023199308310930533,,0.0008465864930853328,92.98,84.54,,,,,,,3.1478,-4.9466,3.5709000000000017,69.43,50.9,51.9,51.5,48.1,49.2,-0.5,-0.485698867
2021-07-02,,193.72,226.35,,78.434,84.814,88.026,70.8,58.23,78.434,258.21,69.09,57.93,-0.06801650847485075,-0.1247843164374478,-0.03714148229161118,82.57,328.01,-0.05346324239507183,2281.98,73.87,65.98,70.78,-0.011804654274749637,,-0.02583869946460915,93.07,85.78,,,,,,,4.3543,-11.9717,-6.499700000000004,60.49,,,,,,,
2021-07-09,,,,,73.704,88.51,89.06,73.6,56.13199999999999,73.704,285.51,75.64,78.28,-0.023333961506808443,0.08114698591152525,-0.011774003013394818,84.74,323.53,0.012430743716582704,,79.94,75.38,70.6,-0.018859437027838766,,-0.08515229484050302,94.29,87.07,,,,,,,-17.4394,10.6855,6.1691,80.0,,,,,,,
2021-07-16,8.3,186.0,213.76,,75.99,85.04,89.262,76.0,56.08200000000001,75.99,277.17,75.45,76.67,0.029217329724719576,0.0,0.00842412395026848,84.31,327.55,0.03059443225955505,1962.92,79.06,77.19,69.3,-0.06206765991379193,,0.04516215040787053,93.86,89.41,,,,,,,14.4708,2.0311,3.0416999999999987,80.54,,,,,,,
2021-07-23,,190.89,219.37,,76.898,85.04,88.404,76.4,55.412,76.898,284.18,73.99,75.63,-0.05596798685341842,0.0,-0.041681951160985165,81.86,323.36,-0.02389179897768301,2126.81,77.36,75.88,68.78,-0.04332871024646767,,0.0020637180031704006,94.55,87.02,,,,,,,6.0377,-10.1008,-3.1325000000000003,79.07,,,,,,,
2021-07-30,,,,,67.9,85.04,86.46799999999999,77.4,58.096000000000004,68.256,248.76,72.46,74.33,-0.019060240084809443,-0.009483093397488318,-0.0037645270653836604,79.77,311.36,-0.03555043103708133,,77.33,69.78,64.68,-0.001076233287737871,,-0.05904746134338268,95.5,86.04,,,,,,,6.5836,,-0.284399999999998,78.01,50.4,51.0,50.9,47.7,49.6,2.1999999999999993,2.022324657
2021-08-06,,188.28,210.65,,72.46000000000001,84.11600000000001,86.918,79.0,61.470000000000006,73.52799999999999,284.29,73.3,74.62,-0.034105984728499905,0.009635311983672068,-0.03386119030688661,80.55,320.46,0.049896638229154355,2327.65,78.37,70.7,62.94,-0.0432777473042365,,-0.061009127112392036,96.14,84.84,,,,,,,3.172,9.8688,-2.7164999999999964,77.88,,,,,,,
2021-08-13,,183.26,204.39,,77.83,80.42,86.538,77.8,62.239999999999995,77.474,299.09,74.42,75.02,0.009579037089503473,-0.01858875246827907,0.014093677493679735,83.73,327.27,-0.03733572541677166,1915.82,78.86,74.22,60.89,-0.011118554189791574,,0.03917600892760653,96.15,83.35,,,,,,,-1.7799,-2.314,-5.171800000000005,64.22,,,,,,,
2021-08-20,6.4,187.15,213.79,,79.6,80.616,83.34200000000001,74.4,61.767999999999994,79.6,295.03,75.34,73.55,0.005282304175763031,0.02752888323101388,0.015074504590947058,82.88,320.55,-0.0017847851841237272,2061.25,80.34,74.06,62.0,0.0417539080788516,,0.055169538452377154,93.64,79.69,,,,,,,-4.6129,0.8406,-1.2301999999999964,63.41,,,,,,,
2021-08-27,,,,,79.45599999999999,80.91,82.85600000000001,71.6,59.57000000000001,78.88,296.41,74.53,74.24,0.01473532775728259,0.009757639529881068,-0.023734297584051767,83.32,317.62,0.0060849104342359794,,79.31,73.19,66.25,0.020508004221126974,,0.014046834180947876,91.19,86.46,,,,,,,-9.1883,-14.0187,3.5955000000000013,69.98,50.1,50.9,49.6,46.7,49.6,-9.4,-2.026533189
2021-09-03,,181.81,205.27,,78.652,80.91,81.96000000000001,70.6,55.048,78.652,291.61,72.43,,0.0212703266615879,0.01673989167667944,0.008394453024714643,81.49,314.57,-0.002741047017529752,2302.29,76.77,71.4,66.31,0.031030625390977562,,0.03673072702757807,90.91,74.18,,,,,,,-9.0529,-4.5828,3.5308999999999955,84.59,,,,,,,
2021-09-10,,181.73,204.49,,79.574,80.91,83.256,70.4,56.98,80.9175,283.18,68.16,73.55,-0.022247993171895963,-0.01823488373266713,0.014882402956850171,81.07,318.9,0.0025190796458218756,1933.75,72.65,66.53,67.18,0.021010252734066093,,-0.002390389261760717,89.92,74.87,,,,,,,-4.0151,1.0468,-0.09409999999999741,74.43,,,,,,,
2021-09-17,5.3,,,,75.85999999999999,80.91,82.47999999999999,70.6,58.412,75.0975,274.29,65.1,71.86,-0.0628221285602919,-0.03594660552882001,-0.05425969972145506,79.12,310.84,0.008473690315392801,,69.27,62.57,66.58,0.0025322880080365096,,-0.011019046328761384,86.84,69.15,,,,,,,-12.7233,5.2712,12.289099999999998,65.59,,,,,,,
2021-09-24,,178.48,199.13,,70.72999999999999,82.05,79.70750000000001,63.0,60.082499999999996,69.695,281.86,66.32,69.9,-0.12580999035530915,-0.12717094715354804,-0.10773261354244834,75.23,308.66,-0.028051391007726245,1929.11,70.24,65.53,66.29,-0.025616154756250786,,-0.10603997890802042,83.05,69.38,,,,,,,25.4618,10.5644,0.4667999999999992,69.35,49.6,49.5,49.3,46.2,49.0,4.7,0.368478163
2021-10-01,,168.12,176.88,,68.78999999999999,81.96,77.6825,50.75,59.74,68.064,286.62,65.88,73.26,-0.08751150035262523,-0.0869793559838472,-0.14427213645577908,73.21,301.94,-0.06871262961482572,1864.08,70.0,63.33,63.88,-0.00903568267389776,,0.04133163523459071,78.37,67.03,,,,,,,-5.8894,-13.0105,7.038900000000002,69.91,,,,,,,
2021-10-08,,,,,59.98,79.5,77.41,35.0,59.74,59.98,274.11,67.14,77.54,0.06586967215050077,0.15817714485874657,0.14619174390975598,73.79,297.3,0.03658412343950079,,71.67,63.96,,0.03599977360728168,,-0.010929070532190721,,,,,,,,,7.1882,17.8453,4.175599999999999,77.5,,,,,,,
2021-10-15,,167.08,187.32,,61.69,79.5,76.28666666666668,42.0,60.77333333333333,63.00333333333333,267.36,66.53,78.09,0.04249988899853907,0.009792799003394137,0.0326759876413627,76.47,295.39,0.019293699266414777,1830.11,71.74,61.42,66.05,0.014210721463869369,75.09,-0.11965635515825834,72.48,69.67,,,,,,,8.8757,-8.5291,-5.075099999999999,75.47,,,,,,,
2021-10-22,3.1,166.45,187.47,,74.98,76.06,76.784,55.6,55.178,77.348,276.25,65.97,76.47,-0.014235763683658753,-0.010449074662715496,-0.09152346138383471,77.47,284.96,-0.08025929715450442,1846.21,71.66,59.08,66.23,-0.05968092713012574,75.17,0.20227393603845378,70.69,72.22,,,,,,,-16.7754,11.6136,1.4093000000000018,75.37,,,,,,,
2021-10-29,,,,,74.98,70.9,77.51599999999999,58.2,54.010000000000005,80.308,289.33,64.99,74.88,0.0636764284000435,0.029273538502128993,0.07497931041006023,80.06,292.85,0.044624594787189054,,70.67,57.6,67.88,0.08281757324884076,79.27,0.040523480258923605,70.82,77.54,,,,,,,76.0993,-6.2531,7.647499999999997,65.86,49.2,48.4,48.8,46.6,48.8,-1.9000000000000004,-2.376179644
2021-11-05,,161.09,173.53,,74.98,76.532,78.23,63.8,54.010000000000005,78.768,283.73,65.5,70.88,-0.007979730409643615,-0.01009219619132029,-0.005677317395213599,81.04,297.2,-0.03407910243176282,1985.1,71.74,58.31,68.13,0.01784469825447932,80.49,-0.013695494083607151,73.6,77.58,309.6,,,,,,-3.7577,-2.7481,5.388700000000002,69.7,,,,,,,
2021-11-12,,160.44,179.95,,77.048,76.494,77.744,65.0,50.962,77.048,271.92,64.19,71.61,-0.019684020242250355,-0.009382145818812582,-0.0028888571101868266,79.89,301.45,-0.017026611842898554,1749.58,69.85,58.57,68.85,0.01784492674941962,80.62,-0.03840351452362434,77.59,76.95,314.4,,,,,,-25.2504,0.8505,18.403599999999997,72.89,,,,,,,
2021-11-19,3.5,,,,78.38,72.39000000000001,77.204,64.6,50.0,78.38,289.83,59.79,70.32,-0.043853834085838095,-0.009963332725438256,-0.002133984500094499,79.43,302.32,0.008301558550415145,,65.19,55.31,68.43,-0.0075412769023115445,80.54,0.0,87.07,78.08,322.4,-0.07769220538153743,,,,,-10.2405,0.4353,6.2033000000000005,65.34,,,,,,,
2021-11-26,,160.65,176.28,,77.43199999999999,78.28,82.458,63.2,50.0,77.43199999999999,281.61,59.31,69.64,0.006152958637855477,0.010613210896157632,-0.01259133717710803,79.51,291.84,0.025144181801024956,1745.65,65.02,54.35,68.22,0.0165784216105882,80.29,0.04000282593051896,88.43,80.56,321.0,0.008936609966407438,,,,0.03778151372023242,12.8254,2.9523,44.6484,65.72,50.1,52.0,49.4,48.5,48.9,-2.8,3.952104097
2021-12-03,,163.21,171.69,,74.894,81.20599999999999,83.55,61.2,50.727999999999994,74.894,276.03,60.29,69.8,0.0178020318574994,0.018665063185532738,0.042801028527243545,73.56,280.57,0.004745253606037281,1910.94,65.97,56.72,67.59,-0.026882071457696277,78.27,-0.0553450981188206,81.83,80.77,318.4,0.095957010357278,,,,0.015011905959056548,15.0322,-10.8656,53.498200000000004,56.54,,,,,,,
2021-12-10,,164.18,193.43,,69.966,79.74,82.97,59.2,47.68,69.966,279.64,61.59,68.12,-0.009425823847055703,0.009519348419687823,0.05002666977235748,78.14,282.62,0.03701792958886774,1799.4,67.73,58.13,66.47,0.007777199742797336,73.74,-0.07511786620068683,79.53,81.48,308.9,0.005159637373683523,,,,0.001712667568363635,-19.528,5.0767,-20.3733,52.93,,,,,,,
2021-12-17,3.8,,,,67.134,79.74,82.92,57.6,47.096,67.134,286.07,62.17,67.99,-0.003978180030731693,-0.04819820298479893,-0.06351571433541459,75.75,298.35,-0.01221377352039621,,68.05,60.21,66.38,-0.04445176257083361,77.7,-0.042925044717033956,79.73,81.14,298.2,0.02069149102760104,,,,0.042773491769176886,17.7786,-1.9101,-27.6304,53.95,,,,,,,
2021-12-24,,163.63,189.05,,68.18,79.65,83.09,56.6,49.67999999999999,69.424,298.28,61.68,67.86,-0.031804144321685435,0.010220992376184235,-0.04065631696902816,76.1,288.96,-0.005258007012777455,1830.52,66.53,62.75,65.42,0.0047819367238348676,78.27,0.04236466364324887,77.17,81.14,284.0,0.07025231749725869,,,,-0.04395887221749373,-14.4725,5.1833,-17.607200000000006,52.56,,,,,,,
2021-12-31,,188.62,209.22,,72.01,79.29,82.55600000000001,55.6,50.31,72.01,293.98,62.14,70.14,0.015582590464332746,-0.010386706188809214,0.02759114603679702,77.8,296.93,0.014063830522708543,2156.81,67.01,62.22,66.11,-0.007264354217090485,78.27,0.11015561512052052,76.53,84.08,276.7,-0.02422649510197683,,,,0.015041811298060814,-22.016,-2.7498,-11.360299999999999,50.08,50.3,51.4,49.7,48.1,49.1,-2.3000000000000003,-3.790753934
2022-01-07,,,,,68.515,79.29,83.5125,54.75,51.3375,68.015,317.73,72.21,74.3,0.04213983977429958,-0.019918643306519712,-0.007860535761182064,81.69,305.91,0.0031759583611234987,,77.55,67.46,66.41,0.010384994016568783,76.68,-0.028647958242772553,75.73,83.16,267.5,0.0488832917148363,,,,0.00724359654098361,-1.5866,1.1758,10.701200000000004,62.19,,,,,,,
2022-01-14,,175.0,196.66,590.4,71.676,77.75800000000001,83.56,52.4,49.78,71.676,312.25,74.31,75.79,0.013028116440485071,-0.01002472077133909,-0.0074595647170001556,82.13,311.51,-0.014489620176018292,1887.0,79.44,70.02,65.99,0.01594307398855843,76.18,-0.008170721807049475,83.39,82.83,258.0,0.005714301263439303,,,,-0.009322869544817536,-23.3286,-12.4239,-28.2173,61.93,,,,,,,
2022-01-21,4.3,175.15,198.73,563.7,77.35,71.63,84.164,47.6,53.69,77.09,328.05,76.72,76.27,-0.07529102139095034,-0.05168882845358436,-0.06769801628847105,82.07,316.3,-0.0006279435057203742,1918.71,82.62,71.42,64.91,0.019498779825271484,76.18,0.022024201445910663,83.2,80.36,258.0,-0.05866784808880343,,,,0.020473257420365876,-1.7934,-2.3065,15.852599999999999,59.98,,,,,,,
2022-01-28,,,,,84.388,80.588,83.63,35.6,57.96,84.388,324.5,75.88,74.84,-0.01174913381932452,-0.010848054312105226,-0.0010743358745815001,82.43,322.64,-0.0039336058903218785,,81.38,70.78,62.53,-0.06135692533947701,77.89,0.059229869158886395,81.3,78.98,267.2,-0.01215820447980942,,,,0.006985485953236115,16.1839,-6.436,32.6763,37.06,50.1,50.9,49.3,48.4,48.9,,7.638007797
2022-02-04,,174.53,201.36,,86.44,81.92,82.59,23.0,57.96,86.44,247.45,72.38,,,,,80.05,309.71,-0.013810839408749942,2129.95,79.58,65.4,,,,,,,,,,,,,,,45.7065,,,,,,,,
2022-02-11,,171.96,192.35,449.7,82.208,83.864,86.646,25.8,58.98,82.208,247.94,69.48,68.18,,,,78.32,298.37,-0.005931881121258087,1810.13,75.48,63.78,62.13,,78.71,,80.22,83.22,282.3,,,,,,313.6856,138.1265,-19.781499999999994,35.69,,,,,,,
2022-02-18,,,,519.0,80.168,84.35,89.536,38.0,58.98,80.168,255.42,68.08,69.6,0.04749177330810639,0.0,-0.019507308888911723,80.82,301.6,0.004892338426387255,,72.68,63.78,59.83,-0.01597162708492661,78.71,-0.058378108775317905,,87.89,284.0,0.09644589826825278,,,,-0.007551955337932625,12.8071,1.1613,-66.0424,35.93,,,,,,,
2022-02-25,,168.36,189.89,551.8,78.768,84.35,90.58599999999998,54.0,59.136,78.768,293.86,72.9,73.63,0.06683883914681044,0.020945938701159683,0.048693254615042925,81.62,311.36,0.03583317290598931,1890.02,76.92,68.82,60.56,0.01668349755456866,78.71,-0.012975158863133274,85.1,87.42,283.7,0.055309056958304126,,,,0.004789522642022703,10.6272,9.9297,-10.5703,38.64,50.2,50.4,50.7,49.0,49.2,,-6.536648093
2022-03-04,,182.92,207.78,483.6,76.56800000000001,85.598,91.50999999999999,62.0,59.36999999999999,76.412,297.78,74.82,74.74,0.05934891524520847,0.05999940719884567,0.013247267047944433,82.88,317.16,0.041578173230504945,1672.55,79.82,69.82,60.15,0.019380451549662503,79.36,-0.00026656004422775936,86.1,87.45,278.5,0.029524391988954513,,,,0.0015077273870138796,-5.1654,-15.2461,-14.6525,42.0,,,,,,,
2022-03-11,,174.31,195.9,,77.576,86.43,91.80999999999999,67.0,59.36999999999999,77.576,276.32,74.59,70.83,0.021399208280534765,-0.020216098590426945,0.014130752488132003,80.2,294.87,-0.03098225099896279,1913.66,80.42,68.38,57.09,-0.024016693805711142,79.73,-0.016260520871780315,93.04,86.14,273.1,-0.004808204099732372,,,,0.005883474441559677,-9.9303,11.2737,5.141299999999999,46.76,,,,,,,
2022-03-18,,,,450.5,76.518,84.714,91.262,68.6,59.676,76.518,272.5,76.92,79.01,0.014425821249687054,0.010490480020370896,0.02215764490961636,83.14,306.59,-0.017722763149037313,,83.32,70.71,56.08,-0.05115220091288997,79.45,-0.010076337978834893,92.72,83.92,268.1,0.0032428502710954987,,,,0.0024931451458014564,12.8073,-2.09,-4.1441,67.9,,,,,,,
2022-03-25,,179.63,204.93,,76.34,82.806,91.702,66.2,60.24400000000001,76.34,264.15,78.06,78.19,0.033172434263239126,-0.05062222068806399,-0.01741633781498475,81.65,314.23,0.021306039959886114,2012.51,85.3,71.86,53.25,-0.042854092948531264,76.49,-0.013225154874457523,92.9,81.47,261.0,-0.029571334957155138,,,,0.007195168121027606,2.7675,-9.8813,-2.3574,76.12,49.5,49.5,48.8,47.2,48.6,,3.994496675
2022-04-01,,185.86,216.01,,79.994,81.152,90.92,64.2,60.79,79.994,269.12,78.11,77.43,-0.02489917243338091,0.03088253658236262,-0.010718701655778595,80.88,307.22,0.059603418320092416,2328.33,85.1,71.7,52.96,-0.007884921592696159,75.66,0.028436639272766406,91.34,78.98,258.9,0.032178898364235486,,,,-0.03458376719696066,-2.4809,-6.0706,7.5405999999999995,79.71,,,,,,,
2022-04-08,,,,378.3,79.195,75.4,89.0625,56.5,60.875,78.3725,301.57,78.31,79.29,0.02087281856985701,0.009751254133528953,-0.011602297923684723,84.67,319.5,0.029808676870512585,,84.47,72.65,49.43,0.002766800184001106,76.75,-0.00798434446660412,88.59,74.0,259.2,0.024692612590371255,,,,0.010058013367215679,3.99,18.8878,8.8931,84.53,,,,,,,
2022-04-15,,196.37,222.4,,74.666,75.4,83.486,49.6,59.568,74.008,300.28,75.6,80.13,-0.008524758689701706,0.01971404854222847,0.036041295339474644,84.63,321.35,-0.022806647690862825,2088.21,79.3,72.39,48.99,0.037001799813916936,71.92,-0.0035388630916504127,81.27,69.2,257.9,0.07345444854915328,,,,-0.00865145345243512,-8.9493,-2.0649,-0.4689999999999994,83.41,,,,,,,
2022-04-22,5.0,195.61,223.56,,73.17,75.4,79.22999999999999,50.2,57.48,73.17,308.33,77.07,79.78,-0.0009118739640525675,0.0,-0.006240269860084524,84.75,322.12,0.04176423470178303,2154.94,80.45,74.4,51.89,-0.03070628423467081,69.71,-0.05392330531694434,74.1,63.89,258.9,0.08590910146663866,,,,-0.02706893239756969,-13.0669,-4.2886,16.1914,76.08,,,,,,,
2022-04-29,,,,408.0,74.81166666666667,74.76166666666667,78.81333333333333,53.0,57.50666666666667,74.81166666666667,297.7,79.0,80.95,-0.020307772454676076,0.048821409775521296,0.020797209752150714,84.64,324.05,0.0012284175434045252,,83.34,75.77,51.61,-0.012233775309505202,69.71,0.008169160443104673,73.79,62.45,261.6,0.0,,,,0.005629392361848673,-24.2636,-6.2341,7.286999999999999,81.89,47.4,44.4,42.6,41.6,47.2,-4.5,-5.64914447
2022-05-06,,204.13,235.87,,75.13,75.08,79.41,55.0,56.47,75.13,315.58,80.48,81.93,0.022488372495320874,0.0,0.030548248115759513,83.29,324.04,0.008556928272991371,2293.47,85.62,76.44,53.18,0.000793808336980284,70.39,0.03216343530815191,74.31,65.21,265.4,-0.010453056852089304,,,,,-7.4294,12.1784,9.189799999999998,78.68,,,,,,,
2022-05-13,,203.17,230.53,377.5,74.60000000000001,75.08,79.36833333333334,55.0,54.300000000000004,73.67666666666666,321.37,82.9,82.63,0.007998099788106394,-0.011153992003781532,-0.0036168969609766677,83.83,327.14,-0.006240693161561062,2161.99,88.2,78.71,53.81,0.04309673127114788,69.74,-0.00972229880331188,75.27,65.29,266.5,0.014690168124389835,,,,,0.5652,-5.1859,-9.865199999999994,78.16,,,,,,,
2022-05-20,-2.9,203.08,229.91,351.8,76.7,76.796,80.244,58.6,53.17999999999999,76.7,330.77,82.7,83.03,-0.04259607366507456,0.009903405628504558,-0.005842969452177549,83.89,326.12,0.005496570008672208,2219.43,88.2,78.29,57.37,0.027363026517648326,68.95,0.037125008579062424,75.46,67.87,270.8,0.028832205110183473,,,,-0.00842809228445951,-11.0903,-3.456,16.602999999999994,66.03,,,,,,,
2022-05-27,,,,373.8,73.136,80.428,81.284,55.6,56.212,73.136,318.13,81.65,83.85,-0.010896155448480549,-0.010219411319236649,-0.0012871855324139148,84.06,316.48,-0.02667739208811959,,88.21,76.62,60.62,0.010116889379198746,68.14,-0.046660910316351334,76.65,68.19,268.3,-0.005717183892858024,,,,-0.05319843004596514,-8.2807,-4.9961,18.142500000000005,68.34,49.6,49.7,48.2,46.2,47.6,1.0,4.218275298
2022-06-03,,204.66,231.93,367.0,69.03999999999999,84.87,82.0925,50.5,60.015,69.03999999999999,323.33,81.49,83.67,0.012275071704436868,0.0,0.004640379556502872,83.68,314.96,-0.0009039391499632288,2492.96,87.47,76.39,63.26,0.030283496587252046,69.13,-0.06701210537905844,75.84,74.77,258.3,-0.0038014829307080333,,,,0.024184490880992726,-16.2876,-7.6016,9.944999999999993,70.33,,,,,,,
2022-06-10,,205.22,228.86,,71.338,84.87,83.204,48.6,58.67,71.338,318.49,81.08,84.13,0.026466573188162812,-0.047574089728483315,-0.020508004221127862,84.23,328.91,0.025209976083682584,2171.96,86.87,76.51,64.62,0.004959273359350647,71.28,0.04146665635118918,75.53,76.97,248.5,-0.020954369433286324,,,,0.021419128892889105,11.9923,8.883,25.6087,67.44,,,,,,,
2022-06-17,0.7,,,,72.83,83.97999999999999,83.97,51.0,57.455,72.83,306.33,82.68,83.82,-0.00032736439222524893,-0.00982604291929512,-0.06131097144077291,84.4,315.22,0.0028449521322313487,,88.06,78.6,65.31,-0.01692690748758352,70.83,0.06735328969514764,74.16,77.59,240.1,0.01117330059812538,,,,0.005540894274039587,-4.7292,1.4981,13.8292,73.07,,,,,,,
2022-06-24,,202.92,225.79,,74.648,84.912,83.41,53.6,55.302,74.648,294.47,78.61,81.82,-0.06251930079485302,-0.06143038568751358,0.009692383568661533,82.57,318.46,-0.01974175252570909,2204.61,84.0,75.2,68.49,0.01939735165915124,70.45,0.01462230090762251,73.45,75.75,231.5,0.06333587517181094,,,,0.013275660893073749,3.2665,-4.0751,-4.1499999999999915,67.32,50.2,52.8,50.4,49.5,48.7,4.8,0.614418657
2022-07-01,,193.96,209.91,479.0,79.94200000000001,84.902,83.58,53.2,55.616,79.94200000000001,,77.54,80.77,-0.061561765688648684,-0.03200707176900641,-0.04373521338525066,82.79,325.95,-0.0008972634069897012,2157.65,81.06,75.51,69.41,0.02643632215058389,70.28,0.03378168831976325,77.84,76.14,232.4,-0.01422016367306167,,,,0.0210798269738266,-1.4695,-7.5598,39.92499999999998,74.18,,,,,,,
2022-07-08,,,,479.0,79.63,83.544,80.53200000000001,51.2,55.58200000000001,79.63,288.81,75.5,78.51,-0.05763822262354701,0.04315664307094158,-0.0040870353801638615,84.27,312.54,0.009757515745165257,,80.05,72.35,68.87,-0.047452233645145725,71.59,-0.015701354163288883,73.85,76.76,234.7,-0.020470113421785285,,,,-0.016398940446157084,0.7331,0.1086,-5.068399999999997,73.98,,,,,,,
