Date,Nowcast值,规模以上工业增加值:当月同比
2020-01-03,5.793630071533188,
2020-01-10,5.541245253146325,
2020-01-17,4.946320196511809,
2020-01-24,4.274926697364981,
2020-01-31,3.8712254078402353,
2020-02-07,4.463039564741111,
2020-02-14,4.346856595543087,
2020-02-21,3.6209544512125666,
2020-02-28,1.7626751724155922,
2020-03-06,0.5931880056880905,
2020-03-13,1.491121951586111,
2020-03-20,2.444480951840099,
2020-03-27,3.038066447526871,-1.1
2020-04-03,4.055197277059884,
2020-04-10,4.691400452055084,
2020-04-17,4.906653381458622,
2020-04-24,5.149146609415292,3.9
2020-05-01,4.611599051297955,
2020-05-08,4.364479152997014,
2020-05-15,4.199431784895514,
2020-05-22,3.913570652149413,
2020-05-29,5.18299448842063,4.4
2020-06-05,5.177150413500172,
2020-06-12,5.2251379404422895,
2020-06-19,5.251448379928232,
2020-06-26,5.571182558472683,4.8
2020-07-03,5.313702430927903,
2020-07-10,5.452288657341986,
2020-07-17,5.4419970699782345,
2020-07-24,5.336036625295883,
2020-07-31,5.626078784362324,4.8
2020-08-07,5.726684546761653,
2020-08-14,4.8704202114704485,
2020-08-21,4.5212939943570465,
2020-08-28,5.27813723235272,5.6
2020-09-04,5.746426545551135,
2020-09-11,5.8700589425428396,
2020-09-18,5.760515580349189,
2020-09-25,6.007135426453052,6.9
2020-10-02,6.2355416778199295,
2020-10-09,6.125072806735943,
2020-10-16,6.427498508235576,
2020-10-23,5.891691686006234,
2020-10-30,5.303037136388119,6.9
2020-11-06,5.1813774889217505,
2020-11-13,5.230028028247073,
2020-11-20,5.59667564438917,
2020-11-27,6.207088144364339,7.0
2020-12-04,6.108772896497742,
2020-12-11,6.330052308797315,
2020-12-18,6.108648424823302,
2020-12-25,6.448466403783152,7.3
2021-01-01,6.073190108275446,
2021-01-08,6.269111801539452,
2021-01-15,5.913190288891449,
2021-01-22,5.660334268920588,
2021-01-29,6.33899341785326,
2021-02-05,5.5852555844766565,
2021-02-12,4.826716337669435,
2021-02-19,5.101152881290433,
2021-02-26,5.842694393384731,
2021-03-05,6.786115990863433,
2021-03-12,7.058442998895214,
2021-03-19,7.347316882061461,
2021-03-26,7.996941044547453,14.1
2021-04-02,8.222822029175688,
2021-04-09,8.145754318965741,
2021-04-16,7.635158016052442,
2021-04-23,8.195777526052247,
2021-04-30,8.152912118382567,9.8
2021-05-07,8.335112172216792,
2021-05-14,8.696335869678267,
2021-05-21,8.565893305905101,
2021-05-28,8.361130851860045,8.8
2021-06-04,8.979817096949022,
2021-06-11,8.381891888232746,
2021-06-18,8.889921810809854,
2021-06-25,8.897020314631717,8.3
2021-07-02,8.69705330817562,
2021-07-09,8.436742523389439,
2021-07-16,8.366748264453616,
2021-07-23,8.586654370210216,
2021-07-30,8.206997959177848,6.4
2021-08-06,6.698943558404665,
2021-08-13,6.444331052886185,
2021-08-20,6.203780192484407,
2021-08-27,5.873874268301439,5.3
2021-09-03,5.920045101949098,
2021-09-10,5.920293005821768,
2021-09-17,6.3770149342016715,
2021-09-24,6.311011714474102,3.1
2021-10-01,5.513418321787454,
2021-10-08,4.537290107261043,
2021-10-15,3.8634679327059507,
2021-10-22,3.211613334141096,
2021-10-29,2.3129442216923866,3.5
2021-11-05,2.410381065132848,
2021-11-12,2.934521867671515,
2021-11-19,3.7464422320003825,
2021-11-26,3.9908269227098194,3.8
2021-12-03,5.419321316134097,
2021-12-10,5.774373813408384,
2021-12-17,5.781562446206716,
2021-12-24,6.286428595948406,
2021-12-31,7.074535707098623,4.3
2022-01-07,6.650622529821622,
2022-01-14,5.078083202528206,
2022-01-21,4.906260102788675,
2022-01-28,4.217627412939658,
2022-02-04,4.007613522777975,
2022-02-11,3.5073148144520045,
2022-02-18,4.6513912418392085,
2022-02-25,6.107732420260966,
2022-03-04,6.028958139697892,
2022-03-11,6.042161196290838,
2022-03-18,5.704671272172751,
2022-03-25,4.96879507110742,5.0
2022-04-01,4.453073081102898,
2022-04-08,4.484214311612267,
2022-04-15,4.4164975220373694,
2022-04-22,4.411723904543779,
2022-04-29,3.528086575493501,-2.9
2022-05-06,3.2451120615738565,
2022-05-13,2.7951734561683734,
2022-05-20,2.7953022597165877,
2022-05-27,3.1696406277192377,0.7
2022-06-03,3.1664674104489414,
2022-06-10,3.463969010338693,
2022-06-17,3.9784721797171194,
2022-06-24,4.113291415959214,3.9
2022-07-01,5.104337081267907,
2022-07-08,5.604323429359023,
2022-07-15,4.162562246353546,
2022-07-22,3.479390768417771,
2022-07-29,3.0071132863951653,3.8
2022-08-05,4.0137627778827225,
2022-08-12,4.277156579475606,
2022-08-19,3.9697862326493016,
2022-08-26,3.635985089404177,4.2
2022-09-02,3.259473426163741,
2022-09-09,2.7459699793410928,
2022-09-16,3.0283810195508427,
2022-09-23,3.2631054510937716,
2022-09-30,3.3927119459576147,6.3
2022-10-07,3.314234211103888,
2022-10-14,3.1572445166495102,
2022-10-21,4.022254621823925,
2022-10-28,5.027161118332603,5.0
2022-11-04,4.67380859426593,
2022-11-11,4.220526306585174,
2022-11-18,3.6371538156529173,
2022-11-25,3.0556336641818547,2.2
2022-12-02,2.8656552029941778,
2022-12-09,2.4953228184515095,
2022-12-16,1.7299956551998048,
2022-12-23,0.732481588101968,
2022-12-30,0.35473662212846335,1.3
2023-01-06,0.006746069128396925,
2023-01-13,-0.6877489402984915,
2023-01-20,-0.6246699422256539,
2023-01-27,-1.0067802196668856,
2023-02-03,-0.6419976316722673,
2023-02-10,-0.43049957491700397,
2023-02-17,0.806483107363281,
2023-02-24,1.2647522986314454,
2023-03-03,2.307095897917565,
2023-03-10,3.524042030583929,
2023-03-17,3.8142812187996853,
2023-03-24,4.041112939993902,
2023-03-31,3.891004438228983,3.9
2023-04-07,4.205629882655107,
2023-04-14,4.071916049537814,
2023-04-21,3.640362997667124,
2023-04-28,3.7818020723073165,5.6
2023-05-05,3.5409486531682757,
2023-05-12,4.126056159115491,
2023-05-19,4.365001129620039,
2023-05-26,4.875663320541501,3.5
2023-06-02,5.251033785089251,
2023-06-09,4.93807512987074,
2023-06-16,5.218017845316781,
2023-06-23,5.562136204077799,
2023-06-30,5.291671407988323,4.4
2023-07-07,5.413594116646262,
2023-07-14,5.544356565533971,
2023-07-21,5.161822099446637,
2023-07-28,5.280928376703091,3.7
2023-08-04,5.217445174255872,
2023-08-11,5.278077032906424,
2023-08-18,5.199992214317689,
2023-08-25,5.283617314040209,4.5
2023-09-01,5.639474353603876,
2023-09-08,5.525706303887198,
2023-09-15,5.297216599913358,
2023-09-22,5.63220197302313,
2023-09-29,5.877138503450611,4.5
2023-10-06,6.051614162940492,
2023-10-13,5.654259839594327,
2023-10-20,5.8940733146518705,
2023-10-27,5.45840015472935,4.6
2023-11-03,5.256465686158222,
2023-11-10,4.125270050225957,
2023-11-17,4.000526625889581,
2023-11-24,4.279662826174659,6.6
2023-12-01,5.348692488803577,
2023-12-08,5.7409640822920185,
2023-12-15,5.784187242702904,
2023-12-22,5.757577084297577,
2023-12-29,5.00387064934964,6.8
2024-01-05,5.081335626649815,
2024-01-12,4.965009051865173,
2024-01-19,5.76501894546246,
2024-01-26,6.3664265548165675,
2024-02-02,6.051729968886128,
2024-02-09,5.3806429345667945,
2024-02-16,4.761124337061297,
2024-02-23,5.314087531973579,
2024-03-01,5.196701499893002,
2024-03-08,5.954683418430301,
2024-03-15,6.103404363157414,
2024-03-22,6.560069914210266,
2024-03-29,7.216092864383453,4.5
2024-04-05,7.129369825948153,
2024-04-12,6.7412921088771505,
2024-04-19,7.06683807844159,
2024-04-26,7.250345857348822,6.7
2024-05-03,6.997441518661915,
2024-05-10,7.344126705511613,
2024-05-17,6.6366143753730125,
2024-05-24,6.390010076772032,
2024-05-31,6.647563358127169,5.6
2024-06-07,6.388616213183784,
2024-06-14,6.468162811526112,
2024-06-21,6.889149603977763,
2024-06-28,6.920749975161374,5.3
2024-07-05,7.028230740902505,
2024-07-12,7.127236485933851,
2024-07-19,6.475377815823904,
2024-07-26,5.751313702538683,5.1
2024-08-02,6.010378368577032,
2024-08-09,6.0366004755192675,
2024-08-16,6.221266801279583,
2024-08-23,6.0143863115663025,
2024-08-30,6.277019416648147,4.5
2024-09-06,6.135419107740436,
2024-09-13,6.576918676675906,
2024-09-20,6.49503605728907,
2024-09-27,6.589617673511841,5.4
2024-10-04,6.524218700430717,
2024-10-11,5.703125966537073,
2024-10-18,6.375834187568538,
2024-10-25,5.887693336008882,5.3
2024-11-01,5.831081696558626,
2024-11-08,5.9479219838263955,
2024-11-15,6.62819915565035,
2024-11-22,6.484270742428457,
2024-11-29,6.540877401838727,5.4
2024-12-06,6.189195420150192,
2024-12-13,5.968162906907785,
2024-12-20,5.711364540353648,
2024-12-27,5.872097141371069,6.2
2025-01-03,5.943486674280086,
2025-01-10,5.921225476735897,
2025-01-17,5.943743039089156,
2025-01-24,5.387485516311354,
2025-01-31,4.7599224448789395,
2025-02-07,4.391772101975566,
2025-02-14,4.359594070847962,
2025-02-21,5.415887366454174,
2025-02-28,6.110672263132571,
2025-03-07,6.500509554162875,
2025-03-14,6.671520473059048,
2025-03-21,7.325837918602764,
2025-03-28,6.69883530651571,7.7
2025-04-04,6.778338543623805,
2025-04-11,6.809088364919127,
2025-04-18,6.68538365017985,
2025-04-25,6.264878978561458,6.1
2025-05-02,6.318184557757789,
2025-05-09,6.57887698140709,
2025-05-16,6.8150972191248105,
2025-05-23,6.715259892235133,
2025-05-30,6.306803255302212,5.8
2025-06-06,6.225251407204485,
2025-06-13,5.914898066461965,
2025-06-20,5.978792418183817,
2025-06-27,5.87089835672613,6.8
2025-07-04,5.751603163995016,
2025-07-11,5.37325129497547,
2025-07-18,5.497873076850492,
2025-07-25,5.4382139914840435,5.7
2025-08-01,5.1458375242016405,
2025-08-08,5.146531652974124,
2025-08-15,5.364212012666757,
2025-08-22,5.484861865612491,
2025-08-29,5.645190035794231,5.2
2025-09-05,6.0562104413633016,
2025-09-12,6.430658936352865,
2025-09-19,6.583643926319855,
2025-09-26,6.428327822930318,6.5
2025-10-03,6.466617494467684,
2025-10-10,6.374719622095598,
2025-10-17,6.847656149442209,
2025-10-24,6.8182054211786705,
2025-10-31,6.771802874577627,
